id,claim_id,claim,claimant,evidence,factcheck_verdict,is_gold,relevant,evidence_stance,fc_source
politifact_114_ret_b15_gn,politifact_114,"""Apple is … about to start charging us to use the FaceTime feature.”",Threads post,"When you enable FaceTime it sends an SMS to an Apple server in the UK to activate the service. Normally carriers that support the iPhone do not charge for this SMS. However, your carrier may not participate, in which case using FaceTime can get to be expensive, because it periodically updates that server with a new SMS. FaceTime is a free service from Apple. It requires an internet data connection, either wifi or cellular. If the data connection is free, there are no charges at all. If a carrier or wifi provider charges you to use their data connection, then charges will apply (to the internet connection provider, not to Apple). The same thing applies for Apple's free iMessage service. [...] This has nothing to do with whether FaceTime uses data over cellular or WiFi. This refers to the activation process when you enable FaceTime. The message means that enabling FaceTime will involve an SMS - actually an International SMS - to activate the service in Apple's servers, and this specific carrier may charge for that International SMS. As it's international, it will be expensive - probably 50 cents per message or more. And this charge will appear every few days as FaceTime reactivates with Apple's servers.",False,False,True,refutes,politifact
politifact_114_ret_b3_gn,politifact_114,"""Apple is … about to start charging us to use the FaceTime feature.”",Threads post,"The truth is, FaceTime uses your device’s internet connection, so as long as you’re connected to Wi-Fi or have a sufficient data plan, there’s no extra charge to use FaceTime. However, if you’re using FaceTime over a cellular network, it will use your data allowance, which could result in additional charges depending on your phone plan. In this article, we’ll go over how to use FaceTime and avoid any unexpected costs. [...] - Remember that international FaceTime calls do not incur additional charges beyond regular data usage. [...] In conclusion, using FaceTime on your iPhone doesn’t have to cost you extra. With a bit of planning and awareness of your data usage, you can enjoy seamless video and audio calls with your loved ones at no additional charge. Remember to connect to Wi-Fi whenever possible, monitor your data usage, and check your data plan details to avoid any surprises on your phone bill.",False,False,True,refutes,politifact
politifact_114_ret_bn_g0,politifact_114,"""Apple is … about to start charging us to use the FaceTime feature.”",Threads post,"Apple has not announced plans to charge FaceTime users, despite social media claim [...] ""Apple is really about to start charging us to use the FaceTime feature, wild,"" a June 16 Threads post said. [...] The claim that Apple is planning to charge users for its FaceTime feature is False.",False,False,True,refutes,politifact
politifact_114_ret_bn_g1,politifact_114,"""Apple is … about to start charging us to use the FaceTime feature.”",Threads post,"The claim: Apple plans to start charging users for FaceTime [...] ""Apple is really about to start charging us to use the FaceTime feature, wild,"" reads the post. [...] No evidence Apple to start charging FaceTime users",False,False,True,refutes,politifact
politifact_115,politifact_115,"Pittsburgh Steelers coach “directs team to not participate in pride month” calling it ""woke crap""",Facebook Post,"The story originated on a satire site. A Pittsburgh Steelers spokesperson confirmed that coach Mike Tomlin did not make such statements. A social media page associated with the Pittsburgh Steelers posted an image showing team staff gathered after participating in a pride parade. As of June 13, we saw no other messages from the team regarding about Pride Month.",False,True,True,refutes,politifact
politifact_115_ret_b11_gn,politifact_115,"Pittsburgh Steelers coach “directs team to not participate in pride month” calling it ""woke crap""",Facebook Post,"In July 2022, the website The Dunning-Kruger Times published an article holding that Pittsburgh Steelers Head Coach Mike Tomlin had forbidden his players from taking a knee in protest against social injustice before NFL games: [...] Mike Tomlin, head coach of the Pittsburgh Steelers, has issued a mandate to all of his players for the upcoming season: there will be no kneeling on the field. Tomlin’s statement came as a shock to the team, since the Steelers have been the team with the largest number of unpatriotic kneelers since the crisis began in 2017. [...] In the past Tomlin has expressed support for his players who choose to kneel to protest social injustice. ""Our position is simple: We're going to support our players and their willingness to participate in this -- whether it's statements or actions,"" he told reporters in 2020.",False,False,True,insufficient-neutral,politifact
politifact_115_ret_bn_g0,politifact_115,"Pittsburgh Steelers coach “directs team to not participate in pride month” calling it ""woke crap""",Facebook Post,"News Today, ""Breakiпg: Steelers’ Coach Tomliп Directs Team To Not Participate In Pride Moпth, ""It’s Woke Crap,"" archived June 13, 2024 [...] Esspots, ""Breaking: Steelers’ Coach Tomlin Directs Team To Not Participate In Pride Month, ""It’s Woke Crap"","" archived June 13, 2024 [...] News, ""Breaking: Steelers’ Coach Tomlin Directs Team To Not Participate In Pride Month, ""It’s Woke Crap"","" archived June 13, 2024",False,False,True,insufficient-neutral,politifact
politifact_115_ret_bn_g1,politifact_115,"Pittsburgh Steelers coach “directs team to not participate in pride month” calling it ""woke crap""",Facebook Post,"On June 7, 2024, Esspots.com published an article positing that Mike Tomlin, the head coach of the Pittsburgh Steelers, had advised his team not to participate in Pride Month activities, the monthlong commemoration of the LGBTQ+ community. According to the article, Tomlin called the festivities ""woke crap,"" adding that it had ""no place in our team activities."" The article began as follows: [...] In a move that has sent shockwaves through both the sports and social communities, Steelers' Coach Mike Tomlin has directed his team not to participate in Pride Month activities, calling it ""woke crap."" This decision has sparked a heated debate, drawing sharp reactions from fans, advocacy groups, and fellow athletes.",False,False,True,supports,politifact
politifact_116,politifact_116,"""Trump can’t be on the Texas ballot because of our state constitution.""",Threads,"The U.S. Constitution, not any state’s constitution, sets the qualifications to run for president. They are limited to natural-born citizenship, age (35 by Inauguration Day) and residency in the United States (14 years). Having a felony conviction does not bar Trump from running for president.",False,True,True,refutes,politifact
politifact_116_ret_b3_gn,politifact_116,"""Trump can’t be on the Texas ballot because of our state constitution.""",Threads,"Supreme Court rules states cannot remove Trump from ballot for insurrection on Mar 4, 2024 at 12:09 pm The Supreme Court on Monday ruled that states cannot disqualify former President Donald Trump from the ballot for his role in the Jan. 6, 2021, attacks on the U.S. Capitol. In an unsigned opinion, a majority of the justices held that only Congress – and not the states – can enforce Section 3 of the 14th Amendment, which was enacted in the wake of the Civil War to disqualify individuals from holding office who had previously served in the federal or state government before the war but then supported the Confederacy, against candidates for federal offices. [...] The dispute leading to Monday’s opinion began last year in a state court in Colorado. A group of voters in that state argued that Trump was ineligible to appear on the ballot under Section 3, which provides (as relevant here) that no one ""shall be a Senator or Representative in Congress, or elector of President and Vice President, or hold any office, civil or military, under the United States, or under any State,"" if that person had previously sworn, ""as a member of Congress, or as an officer of the United States,"" to support the Constitution but then ""engaged in insurrection or rebellion"" against the federal government.",False,False,True,refutes,politifact
politifact_116_ret_bn_g1,politifact_116,"""Trump can’t be on the Texas ballot because of our state constitution.""",Threads,"The post wrongly states that Texas’ constitution would knock Trump off the ballot. [...] ""Trump can and will be on the ballot in Texas,"" Taylor said. [...] A Threads post said, ""Trump can’t be on the Texas ballot because of our state constitution.""",False,False,True,refutes,politifact
politifact_116_ret_bn_g10,politifact_116,"""Trump can’t be on the Texas ballot because of our state constitution.""",Threads,"No, Texas Constitution doesn't bar Trump from running for president | Fact check The claim: Texas Constitution prohibits Trump from running for president [...] ""Trump can't be on the Texas ballot because of our state constitution,"" The X post's caption says.",False,False,True,refutes,politifact
politifact_117,politifact_117,Fuddruckers is “closing ALL locations.”,Instagram posts,"Fuddruckers isn’t shuttering, the hamburger chain’s CEO said. Other restaurants on a social media list have shut down or will close, however.",False,True,True,refutes,politifact
politifact_117_ret_b12_gn,politifact_117,Fuddruckers is “closing ALL locations.”,Instagram posts,"Fuddruckers closes all Orlando restaurants, without reason ORLANDO, Fla. - Fuddruckers announced the closing of all of its Orlando locations on Monday. [...] After a great deal of careful consideration, we are definitely closing our restaurants. It was a very difficult decision, but ultimately necessary.",False,False,True,insufficient-supports,politifact
politifact_117_ret_b2_gn,politifact_117,Fuddruckers is “closing ALL locations.”,Instagram posts,"Hamburger chain Fuddruckers has denied rumors that it is closing all its locations. [...] Another news post by The U.S. Sun revealed that social media buzzed on May 23, 2024, with the phrase ""Fuddruckers closing all locations."" The uproar originated from a now-removed TikTok post asserting Fuddruckers' complete closure in 2024. The video also claimed similar fates for chains like Pizza Hut and Applebee's. With over 50 locations spanning the US, Mexico, and Canada, Fuddruckers' purported shutdown garnered attention. However, it's important to note that while Fuddruckers isn't shuttering all outlets, it has indeed closed some in the past year.",False,False,True,refutes,politifact
politifact_117_ret_bn_g2,politifact_117,Fuddruckers is “closing ALL locations.”,Instagram posts,"""Restaurants closing in 2024,"" the May 22 post says. ""Fuddruckers is expected to close ALL locations by the end of the year. Old Country Buffet is closing ALL remainder locations. IHOP is closing 100 locations."" Other Facebook posts include as many as 24 restaurant chains, and these claim definitively that Fuddruckers, a hamburger chain, is ""closing ALL locations."" [...] Some of the information in these posts is accurate; some of the most dramatic claims, such as Fuddruckers closing all its locations, aren’t.",False,False,True,refutes,politifact
politifact_119,politifact_119,"""The last administration oversaw the largest increase in murders ever recorded.""",Joe Biden,"The number of murders in the U.S. rose by 5,795 from 2019 to 2020, when Donald Trump was president. That’s the largest one-year increase since such data began being systematically recorded in the early 1960s. Crime data analysts generally attribute most of the reason for the murder spike to a complex confluence of the coronavirus pandemic and the social upheaval after George Floyd’s murder, not Trump’s actions.",Half True,True,True,supports,politifact
politifact_119_ret_b15_gn,politifact_119,"""The last administration oversaw the largest increase in murders ever recorded.""",Joe Biden,"Joe Biden stated on July 13, 2024 in a statement to the media ""The idea that there’s political violence or violence in America like this is just unheard of."" Social Media stated on July 13, 2024 in social media posts Donald Trump staged the shooting at his rally in Butler, Pennsylvania. Instagram posts stated on June 30, 2024 in an Instagram post The city of San Francisco posted street signs warning that ""stolen goods must remain under $950."" Viral image stated on June 18, 2024 in a Facebook post ""Justin Timberlake allegedly had traces of molly, poppers, Truvada, and coke in his bloodstream following his DWI arrest in New York."" Donald Trump stated on June 15, 2024 in remarks in Detroit Crime statistics ""no longer include data from 30% of the country including the biggest and most violent cities."" Joe Biden stated on May 24, 2024 in a campaign email ""The last administration oversaw the largest increase in murders ever recorded."" Load more [...] Joe Biden stated on May 24, 2024 in a campaign email ""The last administration oversaw the largest increase in murders ever recorded.""",Half True,False,True,insufficient-neutral,politifact
politifact_119_ret_bn_g15,politifact_119,"""The last administration oversaw the largest increase in murders ever recorded.""",Joe Biden,"Biden stated that ""the prior [Trump] Administration oversaw the largest increase in murders ever recorded"" in 2020. It is true that the spike in homicides, and nearly every other criminal category, rose dramatically that year. Biden’s statement continues by proclaiming that homicides ""saw the sharpest decrease in history"" in 2023, falling by 13 percent. However, recently published data informs us that in the three years Biden has been president there were 22,536 murders in 2021, 21,156 murders in 2022, and approximately 18,400 murders in 2023, or 62,098 in a three-year period. Conversely, the four years of the Trump administration saw 18,206 in 2017, 16,937 in 2018, 16,952 in 2019, and 22,414 murders in 2020, or a total of 74,509. Under Trump, the country averaged 18,627 murders per year. Under Biden, the country is averaging 20,700, or more than 10 percent more murders per year. Moreover, if 2020 is stripped from the data set, Joe Biden has presided over the three deadliest years in American history … and it’s not even close. The celebrated 2023 was one of the most violent years in American history. Violent crime offenses are generally higher under Biden as well. For instance, in 2020 (the most violent year during Trump’s administration) there were 673,812 violent crime offenses reported. By comparison, Biden’s storied 2023 saw nearly a quarter million more violent criminal offenses.",Half True,False,True,supports,politifact
politifact_119_ret_bn_g7,politifact_119,"""The last administration oversaw the largest increase in murders ever recorded.""",Joe Biden,"Biden left out important context when he said that the Trump administration ""oversaw the largest increase in murders ever recorded."" The increase in the number of murders from 2019 to 2020 was the largest one-year increase since data was systematically recorded in the early 1960s, but this was largely beyond Trump’s control; experts say the spike stemmed from a confluence of the coronavirus pandemic and the societal upheaval after George Floyd’s murder that year.",Half True,False,True,insufficient-supports,politifact
politifact_120,politifact_120,Kansas City Chiefs said they refuse to participate in Pride Month because ‘it’s extremely woke.’,Facebook post,"As of June 10, the Kansas City Chiefs have not released any statements on social media or its website news page about Pride Month in June. The team’s online shop sells Pride-themed merchandise. The website with the article making the claim contains numerous fake headlines. The story originated on a self-described satire site.",False,True,True,refutes,politifact
politifact_120_ret_b16_gn,politifact_120,Kansas City Chiefs said they refuse to participate in Pride Month because ‘it’s extremely woke.’,Facebook post,Kansas City Chiefs kicker Harrison Butker railed against Pride month along with President Biden’s leadership during the COVID-19 pandemic and his stance on abortion during a commencement address at Benedictine College last weekend.,False,False,True,insufficient-supports,politifact
politifact_120_ret_bn_g0,politifact_120,Kansas City Chiefs said they refuse to participate in Pride Month because ‘it’s extremely woke.’,Facebook post,"NFL Team Kansas City Chiefs Refuses To Participate In Pride Month - Satire (screen capture) [...] Breaking: NFL Team Kansas City Chiefs Refuses To Participate In Pride Month, ""It's Extremely Woke"" In a surprising and controversial decision, the Kansas City Chiefs, one of the NFL's most prominent teams, have announced that they will not be participating in Pride Month celebrations this year. The team has stated that they find the event ""extremely woke,"" sparking a widespread debate and drawing both praise and criticism from various quarters.",False,False,True,insufficient-refutes,politifact
politifact_120_ret_bn_g17,politifact_120,Kansas City Chiefs said they refuse to participate in Pride Month because ‘it’s extremely woke.’,Facebook post,"Kansas City Chiefs kicker Harrison Butker railed against Pride month, working women, President Biden's leadership during the COVID-19 pandemic and abortion during a commencement address at Benedictine College last weekend.",False,False,True,insufficient-supports,politifact
politifact_120_ret_bn_g2,politifact_120,Kansas City Chiefs said they refuse to participate in Pride Month because ‘it’s extremely woke.’,Facebook post,"But one social media user took it a step further, claiming the defending Super Bowl champions ""refuse to participate in Pride Month,"" because ‘it’s Extremely Woke,’"" the June 8 Facebook post’s caption said. [...] We rate the claim that the Kansas City Chiefs said they refuse to ""participate in Pride Month"" because ‘it’s extremely woke’ False. [...] SpaceXMania, Breaking: NFL Team Kansas City Chiefs Refuses To Participate In Pride Month, ""It’s Extremely Woke"", June 6, 2024",False,False,True,refutes,politifact
politifact_121,politifact_121,"HarperCollins “removed 64,575 words from the Bible.”",Facebook posts,"Since 1978, the New International Version of the Bible has been revised twice, most recently in 2011, ""reflecting new archaeological findings, current biblical scholarship and changes to the English language,"" according to HarperCollins, which owns the Bible’s publisher Zondervan. Some passages and verses were relocated to footnotes in the New International Version to better reflect older and more reliable biblical manuscripts, the publisher said.",False,True,True,insufficient-contradictory,politifact
politifact_121_ret_b13_g8,politifact_121,"HarperCollins “removed 64,575 words from the Bible.”",Facebook posts,"On 11 July 2015, musician Erica Campbell shared a post on Facebook inferring a conspiracy by Harper Collins regarding the New International Version of the Bible. She claimed that 45 verses and 64,575 words had been removed from the New International Version Bible (NIV). [...] ""Holy Ghost"" is found 89 times in the KJV New Testament, while the NIV translates this as Holy Spirit. As for the word omnipotent (meaning all-powerful) found once in the KJV in Revelation 19:6, ""Alleluia: for the Lord God omnipotent reigneth."" The NIV correctly translates this as, ""Hallelujah! For our Lord God Almighty reigns."" Almighty is a synonym for omnipotent and is more easily understood in 21st century English. So the suggestion that 64,575 words had been removed from the New International Version Bible is simply incorrect.",False,False,True,refutes,politifact
politifact_121_ret_b2_gn,politifact_121,"HarperCollins “removed 64,575 words from the Bible.”",Facebook posts,"FACT CHECK: Did HarperCollins Omit 64,575 Words In The NIV And ESV Bibles? A post shared on Facebook claims HarperCollins removed 64,575 words in the NIV and ESV Bibles after acquiring the publishing rights. [...] ""NIV was published by Zondervan but is now OWNED by Harper Collins, who also publishes the Satanic Bible and The Joy of Gay Sex. The NIV and ESV has now removed 64,575 words from the Bible including Jehovah, Calvary, Holy Ghost and omnipotent to name but a few,"" the post reads, in part. ""The NIV and ESV has also now removed 45 complete verses."" (RELATED: Photo Shows 3d Model Of Taylor Swift, Not Biblical Figure Eve Created By Princeton Scientists)",False,False,True,insufficient-neutral,politifact
politifact_121_ret_bn_g4,politifact_121,"HarperCollins “removed 64,575 words from the Bible.”",Facebook posts,"I’m sure you know that New international version (NIV) was published by Zondervan but is now OWNED by Harper Collins, who also publishes the Satanic Bible and The Joy of Gay Sex. The NIV and English Standard Version (ESV) has now removed 64,575 words from the Bible including Jehovah, Calvary, Holy Ghost and omnipotent to name but a few… The NIV and ESV has also now removed 45 complete verses. Most of us have the Bible on our devices and phones. THE SOLUTION: If you must use the NIV and ESV, BUY and KEEP AN EARLIER VERSION OF the BIBLE. A Hard Copy cannot be updated. All these changes occur when they ask you to update the app. [...] Where the memes will tell you that modern translators are removing verses from the Bible, it’s far more likely that the KJV’s translators were working off of manuscripts that added verses to the Bible. Therefore, even though those verses have been printed in the Bible for hundreds of years, we’re likely better off without having them.",False,False,True,insufficient-refutes,politifact
politifact_122,politifact_122,Says Sen. Lindsey Graham said a newly elected Donald Trump “will round up and deport LEGAL immigrants.”,Eric Swalwell,"Rep. Eric Swalwell, D-Calif., didn’t quote Sen. Lindsey Graham, R-S.C., accurately. Swalwell posted that Graham said Trump plans to deport legal immigrants, but Graham said Trump plans to deport immigrants in the U.S. ""illegally,"" not ""legally.""",False,True,True,refutes,politifact
politifact_122_ret_bn_g13,politifact_122,Says Sen. Lindsey Graham said a newly elected Donald Trump “will round up and deport LEGAL immigrants.”,Eric Swalwell,"All right. Senator, let's – let’s move on to immigration. If reelected, Donald Trump has said he's willing to build migrant detention camps and deploy the U.S. military to deport the more than 11 million undocumented immigrants in this country. It would be the largest deportation operation in American history. Do you support that plan? [...] Senator, here's what you said about Donald Trump's mass deportation proposals in 2016. Take a look. I don't think it's reasonable to say you're going to round up and deport 11 million people. I don't think it's a plan that works. I don't think that's a realistic policy.",False,False,True,insufficient-neutral,politifact
politifact_122_ret_bn_g3,politifact_122,Says Sen. Lindsey Graham said a newly elected Donald Trump “will round up and deport LEGAL immigrants.”,Eric Swalwell,"Juneau County Wisconsin Republicans . stated on June 25, 2024 in Facebook post: ""Planes full of unvetted ‘refugees’ are being accepted at the Milw. & Madison airports!"" Robert F. Kennedy Jr. stated on June 27, 2024 in an X livestream: Border Patrol agents take migrants ""to the Yuma airport, put them on a plane to any destination they want. ... And they pay their ticket. And then they get reimbursement from FEMA."" Donald Trump stated on June 6, 2024 in a campaign rally: Joe Biden’s immigration order limiting asylum is ""pro-child trafficking."" Donald Trump stated on May 31, 2024 in remarks to reporters: ""Congo, Africa, just released a lot of people, a lot of people from their prisons and jails and brought them into the United States of America."" Marco Rubio stated on May 19, 2024 in an interview: The number of people in the U.S. illegally is ""upwards of 20, 25, maybe 30 million."" Eric Swalwell stated on June 9, 2024 in a post on X: Says Sen. Lindsey Graham said a newly elected Donald Trump ""will round up and deport LEGAL immigrants."" [...] Lindsey Graham stated on August 6, 2024 in an X post: Minnesota Gov. Tim Walz signed ""legislation giving free college … to illegal immigrants."" [...] Eric Swalwell stated on June 9, 2024 in a post on X: Says Sen. Lindsey Graham said a newly elected Donald Trump ""will round up and deport LEGAL immigrants.""",False,False,True,insufficient-neutral,politifact
politifact_122_ret_bn_g5,politifact_122,Says Sen. Lindsey Graham said a newly elected Donald Trump “will round up and deport LEGAL immigrants.”,Eric Swalwell,"President Trump has directed U.S. Immigration and Customs Enforcement agents to conduct a mass roundup of migrant families that have received deportation orders, an operation that is likely to begin with predawn raids in major U.S. cities on Sunday, according to three U.S. officials with knowledge of the plans. [...] Large-scale immigration enforcement operations are typically kept secret to avoid tipping off targets, but Trump’s tweet Monday blew the cover off the roundup. That the operation was revealed publicly stunned law enforcement officials, and they believe it gave them more latitude to discuss the raids. [...] The expedited family court docket, or ""rocket docket,"" was developed by Trump officials late last year in an effort to deport more migrant families with the belief that a highly visible roundup operation could have a deterrent effect on others in Central America considering the journey.",False,False,True,insufficient-neutral,politifact
politifact_123,politifact_123,Audio of President Joe Biden’s interview with Special Counsel Robert Hur leaked.,TikTok video,"Audio of President Joe Biden’s interview with Special Counsel Robert Hur has not been released by the Justice Department. One reason the Justice Department cited: fear it would be used to create deepfake. The Justice Department and Hur said the publicly released transcript matches the audio recording, except for minor changes like omitting pauses and duplicated words. A Justice Department spokesperson said the agency is confident a TikTok video that purportedly shows a leaked audio clip of the interview is fake. Three deepfake experts examined the video and told PolitiFact it is a deepfake.",False,True,True,refutes,politifact
politifact_123_ret_b14_gn,politifact_123,Audio of President Joe Biden’s interview with Special Counsel Robert Hur leaked.,TikTok video,"By — Amna Nawaz Amna Nawaz By — Shrai Popat Shrai Popat Leave your feedback Share Copy URL https://www.pbs.org/newshour/show/biden-uses-executive-privilege-block-gop-access-to-special-counsel-interview-audio Email Facebook Twitter LinkedIn Pinterest Tumblr Share on Facebook Share on Twitter Transcript Audio President Biden used executive privilege to deny House Republicans access to audio from his interview with special counsel Robert Hur. The October 2023 interview centered on the president’s handling of classified documents. Republicans requested the audio and planned to hold Attorney General Garland in contempt of Congress for failing to provide it. Amna Nawaz discussed more with Carrie Johnson. Read the Full Transcript Notice: Transcripts are machine and human generated and lightly edited for accuracy. They may contain errors. Amna Nawaz: President Biden today used executive privilege to deny House Republicans access to audio recordings from his interview with special counsel Robert Hur.The October 2023 interview centered on the president's handling of classified documents. Hur's report described the president as a — quote — ""sympathetic, well-meaning, elderly man with a poor memory.""House Republicans, including Representatives Jim Jordan and James Comer, requested the audio and planned to hold Attorney General Merrick Garland in contempt of Congress for failing to provide it.Earlier today, Garland addressed the matter.",False,False,True,insufficient-refutes,politifact
politifact_123_ret_b15_gn,politifact_123,Audio of President Joe Biden’s interview with Special Counsel Robert Hur leaked.,TikTok video,"The Department of Justice doubled down on its decision to not release the audio files of President Joe Biden’s interview with special counsel Robert Hur to House Republicans, stating that Republicans have not established a legitimate legislative purpose for demanding these recordings, in a new letter obtained by CNN. The letter from DOJ Assistant Attorney General Carlos Uriarte to House Oversight Chair James Comer and House Judiciary Chair Jim Jordan sets up a showdown with Republicans who have continued to threaten holding Attorney General Merrick Garland in contempt of Congress for not releasing the audio recordings of the interviews Hur conducted with the president and his ghostwriter, Mark Zwonitzer. [...] Uriarte argued that DOJ has extensively cooperated with the committees, noting that the department has already turned over the transcripts of the interviews Biden and his ghostwriter had with the special counsel, which would address Republican allegations made about the president as part of their impeachment inquiry.",False,False,True,insufficient-neutral,politifact
politifact_123_ret_b8_g5,politifact_123,Audio of President Joe Biden’s interview with Special Counsel Robert Hur leaked.,TikTok video,"WASHINGTON — President Joe Biden has asserted executive privilege over audio recordings of his interview with special counsel Robert Hur, the Republican federal prosecutor who declined to recommend charges against him over his handling of classified documents. [...] John Fishwick, who was a U.S. attorney in the Obama administration, told NBC News that the Justice Department ""should not stand on a flimsy executive privilege argument to stall the release of President Biden’s audio interviews with special counsel Hur"" and that Biden and the Justice Department ""should promote full transparency of the Hur investigation and release the audio recordings now."" [...] ""President Biden is apparently afraid for the citizens of this country and everyone to hear those tapes,"" Johnson said. ""They obviously confirm what the special counsel has found and would likely cause, I suppose, in his estimation, such alarm with the American people that the president is using all of his power to suppress their release.""",False,False,True,insufficient-refutes,politifact
politifact_123_ret_bn_g9,politifact_123,Audio of President Joe Biden’s interview with Special Counsel Robert Hur leaked.,TikTok video,"Joe Biden-Robert Hur interview audio wasn’t leaked; it’s a deepfake, DOJ and experts say [...] Audio of President Joe Biden’s interview with Special Counsel Robert Hur has not been released by the Justice Department. One reason the Justice Department cited: fear it would be used to create deepfake. [...] Republicans in the U.S. House of Representatives have threatened to hold Attorney General Merrick Garland in contempt for refusing to release an audio recording of Special Counsel Robert Hur’s interview of President Joe Biden in a classified documents case.",False,False,True,refutes,politifact
politifact_124,politifact_124,“Wage increases have exceeded” the cost of inflation.,Joe Biden,"Looking at the duration of Joe Biden’s presidency and using the standard measures for comparing inflation and wages, inflation has increased 19.3% since January 2021 while wages have risen 16.1%. When considering other time periods — compared with a year ago, compared with two years ago and compared with the month before the pandemic — wages have increased faster than inflation.",Half True,True,True,supports,politifact
politifact_124_ret_b4_gn,politifact_124,“Wage increases have exceeded” the cost of inflation.,Joe Biden,"What Biden Said: ""Wage increases have exceeded what the cost of inflation…"" The Facts: New data from the Bureau of Labor Statistics shows hourly wage growth topping inflation for the past 12 months. In April, nominal hourly earnings were up 3.9% from a year ago; inflation held at 3.4%. But cumulative inflation has outpaced wage growth for most of the Biden presidency.",Half True,False,True,supports,politifact
politifact_124_ret_b8_gn,politifact_124,“Wage increases have exceeded” the cost of inflation.,Joe Biden,"If Your Time is short • From July through November 2022, monthly wage increases exceeded monthly inflation increases. [...] In July, August, September, October and November 2022, monthly wage increases exceeded monthly inflation increases, albeit narrowly in September and October. [...] He’s correct that in July, August, September, October and November 2022, monthly wage increases exceeded monthly inflation increases, though narrowly for two of those months.",Half True,False,True,supports,politifact
politifact_124_ret_bn_g1,politifact_124,“Wage increases have exceeded” the cost of inflation.,Joe Biden,"Average wages have surpassed inflation for 12 straight months Average hourly wage growth has exceeded inflation for 12 straight months, according to new Bureau of Labor Statistics data released this morning. This real (or inflation-adjusted) wage growth is a key indicator of how well the average worker’s wage can improve their standard of living. As inflation continues to normalize, I’m optimistic more workers will experience real gains in their purchasing power. [...] While nominal wage growth is an important indicator for Fed policymakers to measure signs of labor market slack and inflationary pressures (and these remain relatively muted), real wage growth is what matters for workers’ living standards. On average, the data are clear: wages have been beating inflation for 12 months now.",Half True,False,True,supports,politifact
politifact_125,politifact_125,“James Woods leaves Hollywood to join Mel Gibson’s new non-woke film studio.”,Facebook posts,This claim originated on a self-described satire page.,False,True,True,refutes,politifact
politifact_125_ret_b10_gn,politifact_125,“James Woods leaves Hollywood to join Mel Gibson’s new non-woke film studio.”,Facebook posts,"In a move that has reverberated throughout the entertainment industry, veteran actor James Woods has officially left Hollywood to join Mel Gibson’s newly established non-woke film studio. This partnership marks a significant shift for Woods, who has long been a polarizing figure due to his outspoken conservative beliefs in a predominantly liberal industry. [...] The reaction to Woods’ move has been mixed. While many conservative voices have lauded his decision as a brave stand against Hollywood conformity, others in the industry warn that this split could deepen the cultural divisions within the arts community. Critics of the non-woke studio concept argue that it might limit the diversity of perspectives that film can offer by favoring certain viewpoints. [...] In conclusion, James Woods’ departure from Hollywood to join Mel Gibson’s non-woke film studio is more than just a career pivot—it’s a cultural statement. It represents a burgeoning movement within the film industry seeking to reclaim what its proponents feel is a lost emphasis on artistic freedom over political correctness. Only time will tell how this bold move will impact Woods’ career and the broader cinematic landscape.",False,False,True,supports,politifact
politifact_125_ret_b15_gn,politifact_125,“James Woods leaves Hollywood to join Mel Gibson’s new non-woke film studio.”,Facebook posts,"Veteran actor James Woods has officially left Hollywood to join Mel Gibson’s newly established non-woke film studio. This partnership marks a significant shift for Woods, who has long been a polarizing figure due to his outspoken conservative beliefs in a predominantly liberal industry. [...] The reaction to Woods’ move has been mixed. While many conservative voices have lauded his decision as a brave stand against Hollywood conformity, others in the industry warn that this split could deepen the cultural divisions within the arts community. Critics of the non-woke studio concept argue that it might limit the diversity of perspectives that film can offer by favoring certain viewpoints. [...] In conclusion, James Woods’ departure from Hollywood to join Mel Gibson’s non-woke film studio is more than just a career pivot—it’s a cultural statement. It represents a burgeoning movement within the film industry seeking to reclaim what its proponents feel is a lost emphasis on artistic freedom over political correctness. Only time will tell how this bold move will impact Woods’ career and the broader cinematic landscape.",False,False,True,supports,politifact
politifact_125_ret_b1_gn,politifact_125,“James Woods leaves Hollywood to join Mel Gibson’s new non-woke film studio.”,Facebook posts,"On March 31, 2024, the Facebook page SpaceX Fanclub published a post with side-by-side images of Mel Gibson and Mark Wahlberg and a caption claiming the two actors had started a ""non-woke"" film production studio. [...] Breaking: Mel Gibson and Mark Wahlberg Join Hands to Create a Non-Woke Film Production Studio, ""Hollywood Is Saved"" In a bold move shaking up Hollywood, veteran actors Mel Gibson and Mark Wahlberg have teamed up to launch a new film production studio dedicated to preserving traditional storytelling and avoiding the pitfalls of woke culture. The announcement comes as a breath of fresh air for many in the industry who have grown weary of the pervasive influence of political correctness and social activism in filmmaking.",False,False,True,insufficient-neutral,politifact
politifact_128,politifact_128,“Kyle Rittenhouse’s mom is 38.”,Threads posts,"Kyle Rittenhouse’s mother, Wendy Rittenhouse, is 49, not 38.",False,True,True,refutes,politifact
