id,claim_id,claim,claimant,evidence,factcheck_verdict,is_gold,relevant,evidence_stance,fc_source
srilankafactcrescendo_132_ret_bn_g10,srilankafactcrescendo_132,consuming cold drinks after eating mangoes can be fatal !!,Social Media Users,"How does the consumption of cold drinks after eating mangoes affect the body's system by giving poison? [...] Consuming cold drinks after eating mangoes can have varying effects on the body. While the ingestion of mango products like iced mango or mango extract-based cold foods can offer nutritional benefits and cooling effects [1][2], it is crucial to be cautious about potential risks associated with foreign material aspiration, as seen in a case involving a fatal incident due to aspiration of a mango fruit drink [3]. Additionally, the concentration of heavy metals like lead in mango fruit juices, especially powdered and liquid forms, can pose health risks, particularly for children, due to potential exposure above recommended levels [4]. Therefore, it is essential to be mindful of the quality and composition of mango-based products and their interactions with other substances to avoid any adverse effects on the body's system.",False,False,True,insufficient-contradictory,srilankafactcrescendo
srilankafactcrescendo_132_ret_bn_g11,srilankafactcrescendo_132,consuming cold drinks after eating mangoes can be fatal !!,Social Media Users,"There is no scientific evidence which states that consumption of cold drink just after eating mangoes leads to death. Old fake news has resurfaced again. A newspaper clip is viral on social media platforms and WhatsApp. It claims that consumption of cold drink just after mangoes leads to death. The purported newspaper report alleges that a few people who were visiting Chandigarh consumed cold drink just after eating mangoes, which led to their immediate unconsciousness. They were rushed to a hospital, where the group was declared dead. The report also claims that the hospital doctors asserted not to consume this combination as the mango's citric acid and cold drink's carbonic acid makes a deadly reaction in one's stomach. [...] No, the claim that consumption of cold drink just after mangoes leads to death is absurd. It is evident from the above facts that posts with similar claims related to mangoes keep emerging during the summer season for the last five years.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_132_ret_bn_g5,srilankafactcrescendo_132,consuming cold drinks after eating mangoes can be fatal !!,Social Media Users,"Posts on Facebook in Sinhala language have been widely shared in Sri Lanka, alleging that consuming cold drinks after eating mangoes can be fatal. These posts mention a supposed incident where tourists in Chandigarh, India, died after such consumption. [...] Please be cautious and avoid drinking soft drinks immediately after eating mangoes. A few days ago, a group of tourists visited Chandinagar in India. They ate mangoes and then drank cold drinks right away. Unfortunately, they all became very sick, fainted, and tragically died upon being admitted to the hospital. [...] The viral posts claiming that consuming cold drinks after eating mangoes can be deadly are unfounded and lack scientific evidence. Experts have clarified that while mixing these might cause minor digestive discomfort for some people, it is not lethal. This misinformation appears to have spread internationally without any credible backing.No evidence to prove such an incident really occurred in Chandinagar in India.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_132_ret_bn_g9,srilankafactcrescendo_132,consuming cold drinks after eating mangoes can be fatal !!,Social Media Users,"There is no credible study or scientific evidence to prove that drinking cold drinks after eating mangoes is fatal. A WhatsApp forward claiming that consumption of an aerated drink after eating mangoes leads to death is viral once again. The message alleges that a few people fell unconscious immediately after consuming the two in succession, and were declared dead on reaching the hospital. The post also claims that doctors asserted not to consume this combination as the mango's citric acid and a soda's carbonic acid makes for a deadly reaction in the stomach. [...] He said the claim is not true and added, ""Consumption of mango and an aerated drink together isn’t fatal, but may make you uneasy because mangoes have a high glycemic index and it is quite common to feel full after eating mangoes. This may exaggerate on having a soda after.""",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_133,srilankafactcrescendo_133,University Of Peradeniya Offers Dozens of Free Online Courses !!,Social Media Users,The claims circulating on social media about the University of Peradeniya offering dozens of free online courses are entirely false. The official university channels and the Deputy Vice-Chancellor have confirmed these claims are unfounded. Individuals must rely on official sources for accurate information regarding university programs and offerings.,False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_133_ret_b12_gn,srilankafactcrescendo_133,University Of Peradeniya Offers Dozens of Free Online Courses !!,Social Media Users,Online Learning Platform Faculty of Management University of Peradeniya,False,False,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_133_ret_b7_gn,srilankafactcrescendo_133,University Of Peradeniya Offers Dozens of Free Online Courses !!,Social Media Users,"Centre for Distance and Continuing Education - CDCE - University of Peradeniya Courses [...] CDCE, University of Peradeniya will entertain applications from candidates who have met minimum eligibility criteria for register for the Certificate Course in Basic Tamil. [...] The Bachelor of Business Administration (BBA) online Degree programme is delivered by Centre for Distance and Continuing Education (CDCE), University of Peradeniya and conducted in collaboration with the department of Management Studies of the Faculty of Arts, University of Peradeniya.",False,False,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_133_ret_bn_g0,srilankafactcrescendo_133,University Of Peradeniya Offers Dozens of Free Online Courses !!,Social Media Users,"Social media posts are circulating that the University of Peradeniya in Sri Lanka offers dozens of free online courses. Numerous social media posts claim that the University of Peradeniya offers dozens of free online courses. These posts have been shared widely and often link to unrelated websites, raising questions about their authenticity. [...] The claims circulating on social media about the University of Peradeniya offering dozens of free online courses are entirely false. The official university channels and the Deputy Vice-Chancellor have confirmed these claims are unfounded. Individuals must rely on official sources for accurate information regarding university programs and offerings.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_133_ret_bn_g3,srilankafactcrescendo_133,University Of Peradeniya Offers Dozens of Free Online Courses !!,Social Media Users,"Coursera University Program has given free access to their 4000+ paid courses to University Students and Staff during this period. The University of Peradeniya is now enrolled in the program. You can join until the 31st of July and complete the courses by 30th of September to get their certification for free. The courses are coming from famous Universities around the world. Please see the following link for details: https://www.coursera.org/programs/university-of-peradeniya-on-coursera-upwjj If you are interested in joining the program and following some famous courses and getting the certification without cost, please let us know by filling this form using your University Email ID (@eng.pdn.ac.lk) by 26th of April 2020.",False,False,True,supports,srilankafactcrescendo
srilankafactcrescendo_134,srilankafactcrescendo_134,Not Sonam Kapoor’s Performance At King Charles’ Coronation !,Social Media Users,"Fact Crescendo found the claim made along with the viral video to be False. The viral video was shot in March 2019, during Sonam Kapoor's appearance at a fashion show in Mumbai. It has nothing to do with the coronation ceremony of King Charles III.",False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_134_ret_bn_g1,srilankafactcrescendo_134,Not Sonam Kapoor’s Performance At King Charles’ Coronation !,Social Media Users,"No, This not Sonam Kapoor's performance at King Charles' coronation [...] The caption states ""Sonam Kapoor ""performing"" at the Coronation Ceremony of King Charles This is how we take revenge on Brits"" #KingCharlesIII #KingCharlesIIICoronation #Coronation [...] Title:No, This not Sonam Kapoor's performance at King Charles' coronation",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_134_ret_bn_g12,srilankafactcrescendo_134,Not Sonam Kapoor’s Performance At King Charles’ Coronation !,Social Media Users,"Sonam Kapoor, who is currently busy with her parenting duties with her son Vayu, has been invited to King Charles’ Coronation Concert. This will mark Sonam’s first royal event which will also see guests like Tom Cruise, Katy Perry, Lionel Richie, Andrea Bocelli, and other prominent global celebrities. Sonam Kapoor is currently residing in London with her businessman husband Anand Ahuja. [...] Social media users were quick to react to Sonam Kapoor delivering a performance at King Charles’ coronation concert. One of the users quipped, ""What did King Charles do to deserve this.."" Another mentioned, ""I think Sonam should be paying Charles for watching her performance."" One user asserted, ""As a trained Kathak dancer, @sonamakapoor’s performance is abysmal & England should’ve asked someone who is a prolific dancer to perform at the coronation. This is why nepotism is impugned. King Charles & #SonamKapoor are perpetual ""nepo babies"" who have very little to offer.""",False,False,True,insufficient-supports,srilankafactcrescendo
srilankafactcrescendo_135,srilankafactcrescendo_135,Sajith Forward -Anura Backward !(Presidential Election Survey by Mass Media News),Social Media Users,"In conclusion, the claim circulating on social media regarding survey results for the Sri Lankan presidential election lacks credibility and should be treated with skepticism. The absence of transparency regarding methodology, the questionable source, and the failure to corroborate the findings with reputable media outlets or survey organisations raise significant doubts about the accuracy of the information presented. It is advisable for individuals to refrain from sharing or endorsing such claims until reliable and transparent sources verify them.",False,True,True,insufficient-refutes,srilankafactcrescendo
srilankafactcrescendo_135_ret_b6_gn,srilankafactcrescendo_135,Sajith Forward -Anura Backward !(Presidential Election Survey by Mass Media News),Social Media Users,"Elections Commission Chairman R.L.A.M. Ratnayake said that Anura Kumara Dissanayake, leader of the JVP-NPP combine and Sajith Premadasa have emerged as the first two in the race. While Anura was leading the race with over 42 per cent votes, Sajith emerged second with 35 per cent votes. However, with no candidate securing 50 percent plus one vote, the second preference votes are now being counted. The three-cornered race and the fragmented electorate had made the fight tough for both Sajith and Anura. Incumbent President Ranil Wickremesinghe emerged a distant third while, the scion of the Rajapaksa clan, Namal Rajapaksa secured less than four per cent votes. The Tamil common candidate Pakiyaselvam Ariyanenthiran emerged second after Sajith in the Tamil-dominated northern Sri Lanka. In Jaffna, Ariyanentiran leads the race, while districts like Trincomallee in the East had voted for Anura. The southern districts begin from Colombo. [...] Anura’s emergence and his likely ascent to the Sri Lankan executive presidency are meteoric as he secured a mere 3.2 per cent votes in 2019 election. Gotabaya Rajapaksa then won with 69 lakh votes, only to be brought down from power by the people in 2022.",False,False,True,insufficient-supports,srilankafactcrescendo
srilankafactcrescendo_136,srilankafactcrescendo_136,"""An Important Police Message That Everyone Should Read"" - Released by Sri Lanka Police",Social Media Users,"Our investigation has definitively confirmed that the social media message circulated under the title ""Police message that everyone should read"" is indeed false. It does not represent an official announcement issued by the Sri Lanka Police, as falsely claimed within its contents.",False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_136_ret_b10_gn,srilankafactcrescendo_136,"""An Important Police Message That Everyone Should Read"" - Released by Sri Lanka Police",Social Media Users,"Sri Lanka Police (Sinhala: ශ්රී ලංකා පොලීසිය, romanized: Śrī Laṁkā Polīsiya; Tamil: இலங்கை காவல், romanized: Ilaṅkai Kāval) is the civilian national police force of the Democratic Socialist Republic of Sri Lanka. The police force is responsible for enforcing criminal and traffic law, enhancing public safety, maintaining order and keeping the peace throughout Sri Lanka. The police force consists of 43 Territorial Divisions, 67 Functional Divisions, 432 Police Stations with more than 84,000 people.[2] The professional head of the police is the Inspector General of Police who reports to the Minister of Law and Order as well as the National Police Commission. The last Inspector General of Police was Deshabandu Tennakoon.[3] [...] Organisation [edit]The Sri Lanka Police is headed by the Inspector General of Police, who has, in theory, autonomy to commanding the service from the Police Headquarters in Colombo, and support by the Police Field Force Headquarters. However, in the recent past the Police Service has come under the purview of the Ministry of Defence (MoD), with the exception of several years when it came under the Ministry of Internal Affairs but was transferred to the MoD. In the last few years there have been calls to reestablish the independent National Police Commission[7] to oversee transfers and promotions, thereby making the service autonomous and free from any influence. [...] - ^ ""Sri Lanka Police Service"". Archived from the original on 27 December 2010. Retrieved 3 January 2011.",False,False,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_136_ret_b15_gn,srilankafactcrescendo_136,"""An Important Police Message That Everyone Should Read"" - Released by Sri Lanka Police",Social Media Users,"Today marks the 157th anniversary of the Sri Lanka Police Service, an institution that has played a pivotal role in the country's history. The origins of this service trace back to 1795 when the British introduced a policing system to safeguard the warehouses in the Colombo port. However, it wasn't until 1866 that an official police service was established, with Mr. G. W. R. Campbell appointed as its first Inspector General of Police. [...] The Sri Lankan Police have a rich history of service, with exceptional contributions during the thirty years of war in our country and during calamities like the Tsunami. Their dedication deserves the highest praise, especially for their efforts in securing the country and its people during the COVID-19 pandemic. In recognition of their outstanding service, the Sri Lanka Police are taking a renewed approach to ensure peace and security by combatting the underworld, drug-related crimes, and theft. They tirelessly work day and night to ensure the safety and well-being of the nation, and their efforts should be commended by the people.",False,False,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_136_ret_b6_gn,srilankafactcrescendo_136,"""An Important Police Message That Everyone Should Read"" - Released by Sri Lanka Police",Social Media Users,"Towards a Peaceful environment to live with confidence, without fear of Crime and Violence. Sri Lanka Police is committed and confident to uphold and enforce the law of the land, to preserve the public order, prevent crime and Terrorism with prejudice to none – equity to all.",False,False,True,insufficient-supports,srilankafactcrescendo
srilankafactcrescendo_136_ret_bn_g0,srilankafactcrescendo_136,"""An Important Police Message That Everyone Should Read"" - Released by Sri Lanka Police",Social Media Users,"Due to the crisis in Sri Lanka, people are facing tough times meeting their basic needs. In such a background a message from the Sri Lankan police about gangs stealing is spreading on social media under the theme ""police message that everyone should read."" Here's our investigation report on it. Social Media Posts : Posts […] Due to the crisis in Sri Lanka, people are facing tough times meeting their basic needs. In such a background a message from the Sri Lankan police about gangs stealing is spreading on social media under the theme ""police message that everyone should read."" Here's our investigation report on it. [...] Our investigation has definitively confirmed that the social media message circulated under the title ""Police message that everyone should read"" is indeed false. It does not represent an official announcement issued by the Sri Lanka Police, as falsely claimed within its contents.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_138,srilankafactcrescendo_138,Footage Of An Adult Film Mistakenly Being Aired On TV Screen At Asiri Hospital !,Social Media Users,"In conclusion, the video circulating on social media allegedly depicting an adult film playing at Asiri Hospital in Sri Lanka is misleading. The footage is, in fact, attributed to a vaccination centre in San Jose City, Costa Rica, in 2021. Therefore, claims associating this incident with Asiri Hospital in Sri Lanka are false.",False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_138_ret_b14_gn,srilankafactcrescendo_138,Footage Of An Adult Film Mistakenly Being Aired On TV Screen At Asiri Hospital !,Social Media Users,"TV station accidentally airs porn clip during weather report [...] A TV station accidentally aired a short porn clip during a weather report – but the presenter appeared completely unaware of the X-rated blunder. [...] It’s alleged the station aired a ""sexually explicit clip of an adult film website"" during the 6pm news report in July 2012.",False,False,True,insufficient-supports,srilankafactcrescendo
srilankafactcrescendo_138_ret_bn_g0,srilankafactcrescendo_138,Footage Of An Adult Film Mistakenly Being Aired On TV Screen At Asiri Hospital !,Social Media Users,"A video circulating on social media purportedly shows an incident at Asiri Hospital in Sri Lanka. While patients were watching a television screen in the waiting area, an adult film suddenly appeared on the screen, prompting health workers to switch quickly switch it off. [...] No Mainstream Media Reports: Despite the circulation of this video on social media platforms, mainstream Sri Lankan media outlets have not reported on such an incident occurring at Asiri Hospital or any other medical facility in the country. Keyword search results also did not yield any such instance of an adult film recently being aired on an Asiri hospital TV screen. [...] In conclusion, the video circulating on social media allegedly depicting an adult film playing at Asiri Hospital in Sri Lanka is misleading. The footage is, in fact, attributed to a vaccination centre in San Jose City, Costa Rica, in 2021. Therefore, claims associating this incident with Asiri Hospital in Sri Lanka are false.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_139,srilankafactcrescendo_139,Fans Throwing Eggs At The Brazil Team After Their Elimination At FIFA World Cup?,Social Media Users,"Fact Crescendo found the claim made along with the viral video to be False. The viral video does not show the Brazilians' reaction after their team was eliminated from the FIFA World Cup 2022. The video dates back to 2018, showing the citizens of Parana throwing eggs at a bus carrying Lula, the former President of Brazil.",False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_139_ret_b3_gn,srilankafactcrescendo_139,Fans Throwing Eggs At The Brazil Team After Their Elimination At FIFA World Cup?,Social Media Users,"Several Indian news websites, earlier in the week, published a video showing protesters hurl eggs and stones at a bus in Brazil and claimed that they were angry Brazilian fans reacting to the national team’s exit from the FIFA World Cup in Russia. [...] Brazilian Team Met Applauding Fans On Their Homecoming The reception meted out to five-time champions Brazil after their 2-1 loss to Belgium in Kazan, Russia was not as bad as the video made it seem. In fact the squad were applauded by fans greeting their arrival at Rio de Janeiro’s international airport, Reuters reported.",False,False,True,insufficient-contradictory,srilankafactcrescendo
srilankafactcrescendo_139_ret_b7_g1,srilankafactcrescendo_139,Fans Throwing Eggs At The Brazil Team After Their Elimination At FIFA World Cup?,Social Media Users,"Unrelated and old video shared as fans throwing eggs at Brazil team after their elimination at FIFA World Cup [...] After Brazil’s elimination from the quarterfinals at the FIFA World Cup 2022, a video showing a group of angry fans throwing eggs at a bus is widely circulating on social media with the claim that it shows how Brazilian fans welcomed Brazil’s National football team after their elimination from the FIFA World Cup 2022. [...] Title:Unrelated and old video shared as fans throwing eggs at Brazil team after their elimination at FIFA World Cup",False,False,True,supports,srilankafactcrescendo
srilankafactcrescendo_139_ret_bn_g0,srilankafactcrescendo_139,Fans Throwing Eggs At The Brazil Team After Their Elimination At FIFA World Cup?,Social Media Users,"Unrelated & old video shared as fans throwing eggs at the Brazil team after their elimination at FIFA World Cup! [...] After the top-ranked and much anticipated strong Brazil team’s elimination once again in the quarterfinal stages of a FIFA World Cup, a video showing a group of angry fans throwing eggs at a bus is widely circulating on social media, claiming that it shows how angry Brazilian fans welcomed Brazil’s National football team after their elimination from the FIFA World Cup 2022. [...] Title:Unrelated and old video shared as fans throwing eggs at Brazil team after their elimination at FIFA World Cup",False,False,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_14,srilankafactcrescendo_14,Vokzvagon factory launched in Kuliyapitiya !!,Social Media Users,"The Western Automobile Vehicle Assembly factory in Kuliyapitiya is not a Volkswagen factory. This misconception stems from a miscommunication in 2017. The factory is currently focused on assembling Chinese brands and has no connection to the German automobile manufacturer. Therefore, the recently inaugurated vehicle assembly factory is not a Volkswagen factory.",False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_14_ret_b16_gn,srilankafactcrescendo_14,Vokzvagon factory launched in Kuliyapitiya !!,Social Media Users,"Subscribe to our WhatsApp Channel Volkswagen Factory in Kuliyapitiya has been one of the points of discussion in the political debates in Sri Lanka over the past few years. Especially closer to election periods, such conversation often flares up more regularly. Social Media Posts A photo circulating on social media claims to depict the current […] [...] Volkswagen Factory in Kuliyapitiya has been one of the points of discussion in the political debates in Sri Lanka over the past few years. Especially closer to election periods, such conversation often flares up more regularly. [...] The claim that the photo depicts the current situation of the Volkswagen factory in Kuliyapitiya is false. The factory is not a Volkswagen assembly plant in Kuliyapitiya; the photo is not from Sri Lanka. The factory is associated with Western Automobile Assembly, and according to company sources, it is expected to commence vehicle assembly operations within 2024.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_14_ret_b17_gn,srilankafactcrescendo_14,Vokzvagon factory launched in Kuliyapitiya !!,Social Media Users,"Volkswagen vehicle assembly plant launched in Kuliyapitiya The ground breaking ceremony of the vehicle assembly plant of the German auto maker Volkswagen was held in Kuliyapitiya yesterday under the patronage of President Maithripala Sirisena and Prime Minister Ranil Wickremesinghe. Volkswagen is the second largest car maker in the world. The company will initially assemble vehicles in the 1000cc to 2000cc category and these vehicles will be diesel powered and include passenger cars, Sport Utility Vehicles (SUV), Multi Utility Vehicles (MUV) or commercial vehicles.",False,False,True,supports,srilankafactcrescendo
srilankafactcrescendo_14_ret_bn_g0,srilankafactcrescendo_14,Vokzvagon factory launched in Kuliyapitiya !!,Social Media Users,"Volkswagen Factory Recently Inaugurated in Kuliyapitiya? Find out the facts… [...] Below is another post which claimed that the Volkswagen factor had opened in Kuliyapitiya. [...] The Western Automobile Vehicle Assembly factory in Kuliyapitiya is not a Volkswagen factory. This misconception stems from a miscommunication in 2017. The factory is currently focused on assembling Chinese brands and has no connection to the German automobile manufacturer. Therefore, the recently inaugurated vehicle assembly factory is not a Volkswagen factory.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_14_ret_bn_g1,srilankafactcrescendo_14,Vokzvagon factory launched in Kuliyapitiya !!,Social Media Users,"You Searched For ""Vokzvagon"" Volkswagen Factory Recently Inaugurated in Kuliyapitiya? Find out the facts…",False,False,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_140,srilankafactcrescendo_140,Putin Did Kneel Before Xi Jinping,Social Media Users,"The picture of Putin kneeling before Xi Jinping is fake. The image appears to have been generated by AI, and there are several inconsistencies when compared to actual photos and videos from verified sources, including differences in costumes and settings.",False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_140_ret_b12_gn,srilankafactcrescendo_140,Putin Did Kneel Before Xi Jinping,Social Media Users,"Vladimir Putin and Xi Jinping: An increasingly unequal relationship [...] In their meeting, Mr Putin conceded that China has ""questions and concerns"" about the situation in Ukraine. It was an unexpected admission, by the Kremlin, that Russia's so-called special military operation is causing some anxiety in Beijing. [...] The summit Mr Putin and Mr Xi are attending is a meeting of the Shanghai Cooperation Organisation, or SCO. Along with Russia and China, members include four Central Asian states - Kazakhstan, Uzbekistan, Kyrgyzstan and Tajikistan - as well as India and Pakistan.",False,False,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_140_ret_b15_gn,srilankafactcrescendo_140,Putin Did Kneel Before Xi Jinping,Social Media Users,"Russian President Vladimir Putin told his Chinese counterpart Xi Jinping in a virtual meeting Friday that their partnership was more important than ever in the face of ""unprecedented pressure"" from the West, as Moscow’s invasion of Ukraine leaves it increasingly isolated on the global stage. [...] Xi echoed Putin’s message of unity, saying that the two countries should ""strengthen strategic coordination"" and ""inject more stability into the world,"" according to Chinese state media Xinhua. [...] Xi had already shown hints of impatience when he last met with Putin in September at a regional summit in Uzbekistan. At the time, Putin conceded Beijing had ""questions and concerns"" over the invasion, in what appeared to be a veiled admission of their diverging views.",False,False,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_140_ret_b5_g3,srilankafactcrescendo_140,Putin Did Kneel Before Xi Jinping,Social Media Users,"Fake Photo: Putin Did NOT Kneel Before Xi Jinping [...] The picture of Putin kneeling before Xi Jinping is fake. The image appears to have been generated by AI, and there are several inconsistencies when compared to actual photos and videos from verified sources, including differences in costumes and settings. Title:Fake Photo: Putin Did NOT Kneel Before Xi Jinping",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_140_ret_bn_g7,srilankafactcrescendo_140,Putin Did Kneel Before Xi Jinping,Social Media Users,"Fact check: No, Putin did not kneel before Xi Jinping | ABS-CBN News Fact check: No, Putin did not kneel before Xi Jinping",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_143,srilankafactcrescendo_143,France Has Announced An Internet Shut Down Amid The Violence In Paris !!,Social Media Users,Fact Crescendo found that the claim made along with the viral image was False. The French government has not imposed complete or partial internet shutdowns in France amid the violence in Paris.,False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_143_ret_bn_g0,srilankafactcrescendo_143,France Has Announced An Internet Shut Down Amid The Violence In Paris !!,Social Media Users,"A press release, purportedly issued by France's Ministry of the Interior discussing the ongoing protests in the country's capital city of Paris, has gone viral on social media. [...] How did we find out?: We looked for official communication regarding internet shutdowns in France on the French government's websites, but did not come across any such releases. [...] Conclusion: The French government has not imposed complete or partial internet shutdowns in France amid the violence in Paris.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_143_ret_bn_g1,srilankafactcrescendo_143,France Has Announced An Internet Shut Down Amid The Violence In Paris !!,Social Media Users,"The press release is fake. Despite the violence in Paris, the French government has not ordered total or partial internet shutdowns. Riots started in Nanterre, a suburb of France's Paris, after the police reportedly fatally shot a 17-year-old boy named Nahel during a traffic stop. As many as 40,000 police personnel and riot officers have […] [...] Fact Crescendo found that the claim made along with the viral image was False. The French government has not imposed complete or partial internet shutdowns in France amid the violence in Paris. Title:No, France has not announced an internet shut down amid the violence in Paris",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_144,srilankafactcrescendo_144,Sri Lanka -The First Team Who Lost Hundred T20 Internationals !!,Social Media Users,"In conclusion, the claim that Sri Lanka had become the first cricket team to lose 100 T20 international matches is false. West Indies became the first country to lose 100 T20 international matches in February 2024, and a month later, in March 2024, Sri Lanka too reached this milestone.",False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_144_ret_bn_g0,srilankafactcrescendo_144,Sri Lanka -The First Team Who Lost Hundred T20 Internationals !!,Social Media Users,"Sri Lanka Has Lost Hundred T20 Internationals, But Were They The First? Find out the facts… දිනපතා සත්ය කරුණු දැන ගැනීමට අපගේ WhatsApp සමුහයටමෙතනින් එකතුවන්න. Sri Lanka's men's cricket team's below-par performance often sparks widespread criticism on social media. Much of the blame is valid, as the recent performance of the SL team has left much to be desired. However, there's also a noticeable trend of misleading or false information targeting […] [...] Therefore, contrary to the claim circulating on social media, Sri Lanka is not the first cricket team to lose a hundred T20 international matches. Both Sri Lanka and the West Indies have reached this milestone, but the West Indies reached their first. [...] In conclusion, the claim that Sri Lanka had become the first cricket team to lose 100 T20 international matches is false. West Indies became the first country to lose 100 T20 international matches in February 2024, and a month later, in March 2024, Sri Lanka too reached this milestone.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_145,srilankafactcrescendo_145,"General Shavendra Silva and his wife travelled on a private jet, spending public money during a time of economic crisis in Sri Lanka !!",Social Media Users,"While the social media posts correctly identified General Shavendra Silva's travel on a special jet, the claim of misuse of public funds for this trip is misleading. The travel was facilitated by the Indian Air Force for General Silva to attend the passing out ceremony of the Indian Military Academy as the chief guest.",False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_145_ret_b0_gn,srilankafactcrescendo_145,"General Shavendra Silva and his wife travelled on a private jet, spending public money during a time of economic crisis in Sri Lanka !!",Social Media Users,"A photo showing Chief of Defense Staff General Shavendra Silva traveling in a jet with his wife was being shared on social media. Shavendra Silva has gone on a private jet trip and many people have expressed concern on the use of budget allocations for such expenses on social media networks. [...] Social media posts that General Shavendra Silva traveled in a special jet have been correctly identified, and the allegation that public funds were misused for the trip is false.",False,False,True,insufficient-contradictory,srilankafactcrescendo
srilankafactcrescendo_145_ret_bn_g0,srilankafactcrescendo_145,"General Shavendra Silva and his wife travelled on a private jet, spending public money during a time of economic crisis in Sri Lanka !!",Social Media Users,"Against this backdrop, viral social media posts allege that Chief of Defence Staff General Shavendra Silva is utilising private jets at the expense of public funds in Sri Lanka. Our investigation aims to shed light on the veracity of these claims and provide a clearer understanding of the situation. [...] As per the sources close to the defence ministry of Sri Lanka the photo depicts General Shavendra Silva and his wife in a special jet provided by the Indian Air Force. The sources clarified that the Sri Lankan government did not fund this trip. [...] While the social media posts correctly identified General Shavendra Silva's travel on a special jet, the claim of misuse of public funds for this trip is misleading. The travel was facilitated by the Indian Air Force for General Silva to attend the passing out ceremony of the Indian Military Academy as the chief guest.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_145_ret_bn_g15,srilankafactcrescendo_145,"General Shavendra Silva and his wife travelled on a private jet, spending public money during a time of economic crisis in Sri Lanka !!",Social Media Users,"Here's what life is like in Sri Lanka in the midst of its economic crisis [...] Economic crisis: Rajapaksa’s departure further enraged protesters, who want both leaders to vacate their roles as the country’s 22 million people struggle to buy basic goods, fuel and medicine. [...] Sri Lanka’s Air Force on Wednesday confirmed Rajapaksa’s departure, saying in a statement: ""Pursuant to the request of the government and in accordance with the powers vested in a President in the Constitution of Sri Lanka, the Sri Lanka air force provided a plane early today to fly the President, his wife and two security officials to the Maldives.""",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_145_ret_bn_g4,srilankafactcrescendo_145,"General Shavendra Silva and his wife travelled on a private jet, spending public money during a time of economic crisis in Sri Lanka !!",Social Media Users,"Govt of President Gotabaya Rajapaksa continued efforts to reverse previous govt’s modest efforts to investigate past abuses and strengthen independence of police, judiciary and oversight commissions. In media interview PM Mahinda Rajapaksa 9 Feb reiterated plans to strengthen presidential powers by removing 19th amendment of constitution. FM Dinesh Gunawardena 26 Feb informed UN Human Rights Council govt was withdrawing its co-sponsorship of Oct 2015 council resolution on ""Reconciliation and Accountability in Sri Lanka"", stated resolution had not received cabinet or parliamentary approval and certain clauses contravened Sri Lankan constitution; promised govt would establish ""an inclusive, domestically designed and executed reconciliation and accountability process"". U.S. Sec State Pompeo 14 Feb announced travel ban on Army Commander Lt Gen Shavendra Silva and his immediate family for his alleged role in ""gross violations of human rights"" during final phases of civil war; Foreign Ministry 16 Feb rejected allegations during meeting with U.S. Ambassador. Police 4 Feb arrested former Sri Lankan Airlines Chief Executive Officer Kapila Chandrasena and his wife following new evidence of alleged bribes by Airbus to Sri Lankan Airlines officials under previous Rajapaksa govt; evidence emerged from British court proceedings following 4-year investigation into allegations of bribery and corruption.",False,False,True,insufficient-neutral,srilankafactcrescendo
