id,claim_id,claim,claimant,evidence,factcheck_verdict,is_gold,relevant,evidence_stance,fc_source,boolean_verdict
borderlines-198_ret_b5_gn,borderlines-198,Dokdo/Takeshima is a territory of North Korea,Dokdo/Takeshima,"Dokdo (also known internationally as the Liancourt Rocks and in Japan as Takeshima) is an island located in the East Sea of Korea. South Korea asserts its territorial sovereignty over Dokdo through historical, legal and administrative evidence, arguing that the island has been an integral part of Korean territory for centuries, deeply rooted in historical records and continuous administrative management. [...] As discussed above, from the Korean perspective, the historical, legal and administrative evidence strongly supports Dokdo as an inherent part of Korean territory. The consistent documentation of Dokdo in historical records, uninterrupted administrative control, acknowledgment from Japan within a historical context and actions taken after World War II collectively reinforce Korea’s position. For Koreans, Dokdo is more than just a disputed territory; it symbolizes national sovereignty and historical continuity. The island represents the resilience and perseverance of the Korean people in the face of historical challenges.",North Korea,False,True,insufficient-contradictory,borderlines,True
borderlines-198_ret_bn_g19,borderlines-198,Dokdo/Takeshima is a territory of North Korea,Dokdo/Takeshima,"Furthermore, even in the Korean media there are such statements as given in the article headlined ""Argument That 'Dokdo [Takeshima] Is Korean Territory on Old Maps' Ineffective in International Adjudication"" in the August 17, 2012, edition of the Hankyoreh newspaper, shortly after President Lee Myung-bak's visit to Takeshima. Based on precedents from International Court of Justice rulings in disputes between Thailand and Cambodia and between Malaysia and Indonesia, the article states: [...] - 2012. ""Argument That 'Dokdo [Takeshima] Is Korean Territory on Old Maps' Ineffective in International Adjudication: Historical Entitlement May Not Be Considered Important . . . Despite 50 Years Effective Korean Control . . . Japan Has Raised Steady Objections,"" Hankyoreh, August 17. http://www.hani.co.kr/arti/politics/diplomacy/547540.html (Korean only; accessed on February 27, 2015). [↩]",North Korea,False,True,insufficient-contradictory,borderlines,True
borderlines-199_ret_bn_g15,borderlines-199,Dokdo/Takeshima is a territory of South Korea,Dokdo/Takeshima,"Furthermore, even in the Korean media there are such statements as given in the article headlined ""Argument That 'Dokdo [Takeshima] Is Korean Territory on Old Maps' Ineffective in International Adjudication"" in the August 17, 2012, edition of the Hankyoreh newspaper, shortly after President Lee Myung-bak's visit to Takeshima. Based on precedents from International Court of Justice rulings in disputes between Thailand and Cambodia and between Malaysia and Indonesia, the article states: [...] In other words, even if Takeshima is included in the ""Korea"" section, we can confirm that the interpretation by Lee Sang-tae, chairman of the Korean Research Association of Old Maps, that ""The fact that the Japanese government officially published a map which included Dokdo as part of Korea can be seen to indicate that Japan officially saw Dokdo as an inherent part of Korean territory"" is completely groundless. [...] - 2012. ""Argument That 'Dokdo [Takeshima] Is Korean Territory on Old Maps' Ineffective in International Adjudication: Historical Entitlement May Not Be Considered Important . . . Despite 50 Years Effective Korean Control . . . Japan Has Raised Steady Objections,"" Hankyoreh, August 17. http://www.hani.co.kr/arti/politics/diplomacy/547540.html (Korean only; accessed on February 27, 2015). [↩]",South Korea,False,True,insufficient-contradictory,borderlines,True
borderlines-199_ret_bn_g17,borderlines-199,Dokdo/Takeshima is a territory of South Korea,Dokdo/Takeshima,"In the late seventeenth century, Japanese and Korean fishermen clashed over abalone fishing grounds around the island of Ulleungdo (then called Takeshima in Japan). This prompted the Japanese and Korean governments to enter into negotiations over fishing rights on the island; in the end, the Tokugawa shogunate banned Japanese fishermen from visiting Ulleungdo. The South Korean government today points to this resolution as confirming that Takeshima/Dokdo, too, is Korean territory. But this assertion needs close examination. Complicating this issue are records--preserved both in Japan and Korea--showing that a fisherman named An Yong-bok, who was captured and brought to Japan in the clash, returned to Japan three years later and stated that Matsushima (an old Japanese name for Takeshima/Dokdo) was the Korean ""Jasando."" What implications An's statement has for the present-day Takeshima dispute will also be examined. [...] One other basis for the claim in the South Korean government pamphlet that ""Korea's territorial sovereignty over Ulleungdo and its ancillary island, Dokdo, was confirmed through the diplomatic negotiations between the Korean and Japanese governments"" is the notion that Takeshima/Dokdo forms part of Ulleungdo. If Ulleungdo belongs to Korea, the argument goes, then so must Takeshima/Dokdo. The South Korean government once insisted that Takeshima/Dokdo was recognized as Korean territory by Article 2(a) of the San Francisco Peace Treaty (1951), in which Japan ""renounces all right, title and claim to Korea, including Dagelet (Ulleungdo), etc."" because Takeshima/Dokdo was an dependent island of Ulleungdo.22 An examination of this ancillary island claim follows.",South Korea,False,True,insufficient-neutral,borderlines,True
borderlines-2_ret_b0_gn,borderlines-2,Heglig is a territory of Sudan,Heglig,"Heglig, or Panthou (also spelled Heglieg or Pandthow), is a small town at the border between the South Kordofan state of Sudan and the Unity State in South Sudan. The entirety of Heglig is claimed by both Sudan and South Sudan, but administered by Sudan. The area was contested during the Sudanese Civil War. In mid-April 2012, South Sudan's Sudan People's Liberation Army (SPLA) captured the Heglig oil field from Sudan.[1] Sudan took it back at the Second Battle of Heglig ten days later.[2] [...] In July 2009, the international organization, Permanent Court of Arbitration (PCA) redefined the boundaries of Abyei, a county that lies between South Sudan and Sudan. The decision placed the Heglig and Bamboo oilfields out of Abyei boundary but did not specify to be belong to the Sudan province of South Kordofan, nor to Upper Nile region, South Sudan and also the decision did not specify oil sharing. The government of Sudan claimed that area is belong to its country since it was ruled to be out of Abyei boundary by PCA and announced they would not share any oil revenue with the Government of South Sudan, emphasizing that the PCA established that Heglig was part of the north. The document of the PCA only indicated that the Heglig or Panthou area is not part of Abyei.",Sudan,False,True,insufficient-contradictory,borderlines,True
borderlines-2_ret_b6_gn,borderlines-2,Heglig is a territory of Sudan,Heglig,"Heglig, or Panthou (also spelled Heglieg or Pandthow), is a small town at the border between the South Kordofan state of Sudan and the Unity State in South Sudan. The entirety of Heglig is claimed by both Sudan and South Sudan, but administered by Sudan. The area was contested during the Sudanese Civil War. In mid-April 2012, South Sudan's Sudan People's Liberation Army (SPLA) captured the Heglig oil field from Sudan.[1] Sudan took it back at the Second Battle of Heglig ten days later.[2] [...] Heglig is situated within the Muglad Basin, a rift basin which contains much of South Sudan's proven oil reserves. The Heglig oil field was first developed in 1996 by Arakis Energy (now part of Talisman Energy).[citation needed] Today it is operated by the Greater Nile Petroleum Operating Company.[4] Production at Heglig is reported to have peaked in 2006 and is now in decline.[5] The Heglig oil field is connected to Khartoum and Port Sudan via the Greater Nile Oil Pipeline.",Sudan,False,True,insufficient-contradictory,borderlines,True
borderlines-2_ret_b8_gn,borderlines-2,Heglig is a territory of Sudan,Heglig,"South Sudan's President Salva Kiir has ordered the withdrawal of his troops from the Heglig oil field in Sudan. [...] Mr Kiir said the South still believed that Heglig was a part of South Sudan and that its final status should be determined by international arbitration, Associated Press reported. Heglig is internationally accepted to be part of Sudanese territory - although the precise border is yet to be demarcated.",Sudan,False,True,insufficient-supports,borderlines,True
borderlines-20_ret_b14_gn,borderlines-20,plazas de soberanía is a territory of Spain,plazas de soberanía,"The plazas de soberanía (Spanish pronunciation: [ˈplaθas ðe soβeɾaˈni.a], lit. ""strongholds of sovereignty"") is a term describing a series of Spanish overseas minor territories scattered along the Mediterranean coast bordering Morocco or that are closer to Africa than Europe. This term is used for those territories that have been a part of Spain since the formation of the modern country (1492–1556), as opposed to African territories acquired by Spain during the 19th and early 20th centuries in the Scramble for Africa.",Spain,False,True,refutes,borderlines,True
borderlines-20_ret_b3_gn,borderlines-20,plazas de soberanía is a territory of Spain,plazas de soberanía,"Spanish territories along the northern African coast From Wikipedia, the free encyclopedia The plazas de soberanía (Spanish pronunciation: [ˈplaθas ðe soβeɾaˈni.a], lit. ""strongholds of sovereignty"")[3] is a term describing a series of Spanish overseas minor territories scattered along the Mediterranean coast bordering Morocco or that are closer to Africa than Europe. This term is used for those territories that have been a part of Spain since the formation of the modern country (1492–1556), as opposed to African territories acquired by Spain during the 19th and early 20th centuries in the Scramble for Africa. [...] - Mariñas Otero, Eugenio (1998). ""Las Plazas Menores de soberanía española en África"". MILITARIA. Revista de Cultura Militar. (in Spanish). No. 12. Madrid: UCM. Retrieved 25 March 2020.",Spain,False,True,refutes,borderlines,True
borderlines-20_ret_bn_g3,borderlines-20,plazas de soberanía is a territory of Spain,plazas de soberanía,"The plazas de soberanía (Spanish pronunciation: [ˈplaθas ðe soβeɾaˈni.a], lit. ""strongholds of sovereignty"")[3] is a term describing a series of Spanish overseas minor territories scattered along the Mediterranean coast bordering Morocco or that are closer to Africa than Europe. This term is used for those territories that have been a part of Spain since the formation of the modern country (1492–1556), as opposed to African territories acquired by Spain during the 19th and early 20th centuries in the Scramble for Africa. Historically, a distinction was made between the so-called ""major places of sovereignty"", comprising the autonomous cities of Ceuta and Melilla, and the ""minor places of sovereignty"", referring to a number of islands (and a small peninsula) along the coast. In the present, the term refers mainly to the latter. [...] - ↑ Mariñas Otero, Eugenio (1998). ""Las Plazas Menores de soberanía española en África"". MILITARIA. Revista de Cultura Militar. (in Spanish). No. 12. Madrid: UCM. Retrieved 25 March 2020.",Spain,False,True,refutes,borderlines,True
borderlines-200_ret_b0_gn,borderlines-200,Naf River is a territory of Bangladesh,Naf River,"The Naf River (Bengali: নাফ নদী Naf Nodi IPA: [naf nod̪i]; Burmese: နတ်မြစ် [naʔ mjɪʔ]; Rakhine: နတ်မြစ် [nɛ́ mràɪʔ]) is an international river marking the border of southeastern Bangladesh and northwestern Myanmar.[1] [...] - June 2012 — thousands of Rohingya Muslims fleeing sectarian violence in Rakhine State sought refuge across the Naf River in the Chittagong Division of Bangladesh,[7][8] though they were often escorted back by Bangladeshi troops.[9][10] On 11 July 2012, Burmese President Thein Sein suggested expelling the Rohingya people from Myanmar or having the UN relocate the 300,000 Rohingya people living in Myanmar, a policy the UN quickly rejected.[10] [...] See also [edit]References [edit]- ^ Sifatul Quader Chowdhury (2012), ""Naf River"", in Sirajul Islam and Ahmed A. Jamal (ed.), Banglapedia: National Encyclopedia of Bangladesh (Second ed.), Asiatic Society of Bangladesh - ^ ""Arakan: A Field of Muslim Genocide, News From Bangladesh"". bangladesh-web.com.",Bangladesh,False,True,insufficient-supports,borderlines,True
borderlines-200_ret_b1_gn,borderlines-200,Naf River is a territory of Bangladesh,Naf River,Naf River is a transboundary river marking the border of Bangladesh and Myanmar. It is an elongated estuary in the extreme southeast of cox's bazar district dividing the district from Arakan (Myanmar). It rises in the Arakan hills on the southeastern borders of the district and falls into the bay of bengal. Its width varies from 1.61 km to 3.22 km. The Naf River's average depth is 128 feet (39 m) and maximum depth is 400 feet (120 m). Akyab in Myanmar is on the left bank and Teknaf upazila of Cox's Bazar district is on the right bank of the river.The river is influenced by tidal activity. Shrimp cultivation is extensively practiced on the floodplains of the river. [Sifatul Quader Chowdhury],Bangladesh,False,True,insufficient-neutral,borderlines,True
borderlines-200_ret_b2_gn,borderlines-200,Naf River is a territory of Bangladesh,Naf River,"The Naf River (Bengali: নাফ নদী Naf Nodi IPA: [naf nod̪i]; Burmese: နတ်မြစ် [naʔ mjɪʔ]; Rakhine: နတ်မြစ် [nɛ́ mràɪʔ]) is an international river marking the border of southeastern Bangladesh and northwestern Myanmar.[1] [...] - June 2012 — thousands of Rohingya Muslims fleeing sectarian violence in Rakhine State sought refuge across the Naf River in the Chittagong Division of Bangladesh,[7][8] though they were often escorted back by Bangladeshi troops.[9][10] On 11 July 2012, Burmese President Thein Sein suggested expelling the Rohingya people from Myanmar or having the UN relocate the 300,000 Rohingya people living in Myanmar, a policy the UN quickly rejected.[10] - August 2017 — The Border Guard Bangladesh station chief of the Ghumdum border post in Bangladesh accused Myanmar's military of firing on fleeing Rohingyas crossing the Naf River. An AFP reporter counted more than a dozen mortar shells and several heavy machine gun rounds fired by Burmese security forces on the fleeing Rohingyas.[11]",Bangladesh,False,True,insufficient-neutral,borderlines,True
borderlines-201_ret_b0_gn,borderlines-201,Naf River is a territory of Myanmar,Naf River,"The Naf River (Bengali: নাফ নদী Naf Nodi IPA: [naf nod̪i]; Burmese: နတ်မြစ် [naʔ mjɪʔ]; Rakhine: နတ်မြစ် [nɛ́ mràɪʔ]) is an international river marking the border of southeastern Bangladesh and northwestern Myanmar.[1] [...] - 24 March 1994 — Members of the Myanmar Army's Western Military Command patrolling the Naf River found a group of Rohingya Muslims fishing in a small country boat. The soldiers tried to extort money from the fishermen, but when they were unable to do so, tied them up with rope and brought them to Balu Khali village in Maungdaw Township.[3] Eight of the Rohingya fishermen were interrogated and tortured for five days, and then they were all shot by firing squad.[3] [...] - August 2017 — The Border Guard Bangladesh station chief of the Ghumdum border post in Bangladesh accused Myanmar's military of firing on fleeing Rohingyas crossing the Naf River. An AFP reporter counted more than a dozen mortar shells and several heavy machine gun rounds fired by Burmese security forces on the fleeing Rohingyas.[11]",Myanmar,False,True,insufficient-neutral,borderlines,True
borderlines-201_ret_b4_gn,borderlines-201,Naf River is a territory of Myanmar,Naf River,Naf River is a river that starts in Myanmar and flows into the Bay of Bengal. The lower part of the river marks the border of Bangladesh and Myanmar. It starts in the Arakan hills. Its width varies from 1.61 km to 3.22 km. The Naf River's average depth is 128 feet (39 m) and maximum depth is 400 feet (120 m).,Myanmar,False,True,insufficient-neutral,borderlines,True
borderlines-202_ret_b3_gn,borderlines-202,Noktundo is a territory of South Korea,Noktundo,"Noktundo was an island in the delta of the Tumen River on the border between Primorsky Krai, Russia and North Korea.[1] The area of the island was .[2] [3] Noktundo had been Korean territory since the 15th century.[3] The Jurchens took notice of this. In 1587 there was a battle fought on this island between the local Koreans and the invading Jurchens from nearby Russia. At first, the Jurchens successfully sacked the island and captured 160 Koreans as prisoners. As they crossed the river back to their camp with the prisoners, the famed Korean general Yi Sun-Shin, chased after the invaders and rescued 50 Koreans and defended the island. With his army, he later infiltrated the nearby Jurchen army camp, and captured their leader alive.[4] [...] - Web site: http://ru.apircenter.org/publications/the-problem-of-the-noktundo-island-in-the-media-in-south-korea/ . The problem of the Noktundo island in the media in South Korea . ru:Проблема острова Ноктундо в средствах массовой информации Южной Кореи . Russian . ru.apircenter.org . 2015-06-30 . https://web.archive.org/web/20130910052035/http://ru.apircenter.org/publications/the-problem-of-the-noktundo-island-in-the-media-in-south-korea/ . 10 September 2013. live.",South Korea,False,True,insufficient-contradictory,borderlines,True
borderlines-202_ret_bn_g1,borderlines-202,Noktundo is a territory of South Korea,Noktundo,"Alluding to the original ownership of the island Noktundo to Korea, South Korean Media is drawn attention to the fact that in the area of the island Noktundo has lived Korean people for a long time. Thus, in the report of 1883 to King Gojong O Yoon Jung reported about Koreans living on the island of Noktundo, which respect the customs of Korea and did not recognize the Russian traditions. In the report is noted that island of Noktundo is a territory of Korea. Korean emissaries Kim Gwang Hoon and Sin Song Ok, the same year designed in the area of the island Noktundo to assess the current situation on the Russian-Korean border reported that, on the island lived 113 Korean families a total number of which is 822 people.",South Korea,False,True,insufficient-neutral,borderlines,True
borderlines-203_ret_b10_gn,borderlines-203,Noktundo is a territory of Russia,Noktundo,"Noktundo [edit]Noktundo, a former island (now effectively a peninsula) at the mouth of the Tumen, has been a boundary contention between Russia and North Korea.[8] The Qing Dynasty ceded the island to Russia as part of the Primorsky Maritimes (East Tartary) in the 1860 Treaty of Peking.[8] In 1990, the former Soviet Union and North Korea signed a border treaty which made the border run through the center of the river, leaving territory of the former island on Russian side. South Korea refuses to acknowledge the treaty and demanded that Russia return the territory to Korea.[9] [...] - ^ ""The problem of the Noktundo island in the media in South Korea (Проблема острова Ноктундо в средствах массовой информации Южной Кореи)"" (in Russian). ru.apircenter.org. Archived from the original on 10 September 2013. Retrieved 30 June 2015.",Russia,False,True,insufficient-contradictory,borderlines,True
borderlines-203_ret_bn_g17,borderlines-203,Noktundo is a territory of Russia,Noktundo,"Noktundo is a former island (currently a peninsula) in the delta of the Tumen River on the border between Primorsky Krai, Russia and North Korea. The area of the island was 32 square kilometres (12 sq mi). In the 15th century, Noktundo belonged to the Jurchen. In 1587 there was a battle fought on this island between the local Jurchen and the invading army from Yi Sun-sin, a general of Korea. The island was under Qing control until the 1860 Convention of Peking, the Qing Dynasty ceded the island to the Russian Empire. This became a matter of protest to the Koreans, who claimed that the Qing had no authority to do so. In 1990, the former Soviet Union and North Korea signed a border treaty which made the border run through the centre of the river leaving the territory of the former island on the Russian side. South Korea refused to acknowledge the treaty and demanded that Russia return the territory to Korea.",Russia,False,True,insufficient-contradictory,borderlines,True
borderlines-204_ret_b0_g2,borderlines-204,Pedra Branca is a territory of Malaysia,Pedra Branca,"On 13 November, Malaysia's Agent, Ambassador-at-Large Abdul Kadir Mohamad, alleged that Singapore was trying to ""subvert"" a 150-year-old arrangement under which Singapore operated Horsburgh Lighthouse on Pedra Branca, which was Malaysia's territory. He also suggested that if permitted to do so, Singapore would upset the peace and stability of the area where the island is located. He said that if Singapore reclaimed land around Pedra Branca, ""[q]uite apart from the possible effects on the environment and navigation in the Strait, this could lead to potentially serious changes to the security arrangements in the eastern entrance of the Strait"".[66] According to Malaysian Attorney-General Abdul Gani Patail, Singapore had first raised the issue of sovereignty over Pedra Branca on 13 April 1978 during a meeting between officials, saying it had ""incontrovertible legal evidence"" of its sovereignty over the island though it had never produced any documents in support. Prior to that, the sovereignty of the island had never been disputed. The 1980 statement by the then Malaysian Prime Minister Tun Hussein Onn concerning the ""unclear"" position of the island had also been premised on these documents which former Singapore Prime Minister Lee Kuan Yew had claimed were in Singapore's possession.",Malaysia,False,True,insufficient-contradictory,borderlines,True
borderlines-204_ret_bn_g19,borderlines-204,Pedra Branca is a territory of Malaysia,Pedra Branca,"Singapore filed its written observations on Malaysia’s request for interpretation of the International Court of Justice’s (ICJ)’s judgment in the case regarding sovereignty over Pedra Branca, Middle Rocks and South Ledge on Tuesday (31 Oct), said the Ministry of Foreign Affairs (MFA). [...] Pedra Branca, which covers an area of about 8,560 sq m, is an outlying island and forms the eastern-most point of Singapore. Middle Rocks and South Ledge are two nearby maritime features. Pedra Branca has been the subject of a territorial dispute between Singapore and Malaysia since 1979. The ICJ ruled in 2008 that Pedra Branca belongs to Singapore, and that Middle Rocks is Malaysian territory. [...] In April, Singapore formed a legal team comprising Attorney-General Lucien Wong, Professor S Jayakumar, Professor Tommy Koh, and former Chief Justice Chan Sek Keong to study Malaysia’s application. Prime Minister Lee Hsien Loong said then that Singapore is confident of retaining Pedra Branca as the Republic had a ‘strong case’.",Malaysia,False,True,insufficient-neutral,borderlines,True
borderlines-204_ret_bn_g4,borderlines-204,Pedra Branca is a territory of Malaysia,Pedra Branca,"Pedra Branca is an island located at the eastern entrance to the Straits of Singapore from the South China Sea. The origin of the dispute between Malaysia and Singapore was Singapore’s protest of a map of Malaysia that designated Pedra Branca as Malay territory. After negotiations, both states signed a compromis in 2003. 56 Malaysia claimed the original title of the Sultan of Johor, its predecessor, while Singapore claimed that the construction and commission of the Horsburgh lighthouse constituted acquisition of possession à titre de souverain and the maintenance of title. Singapore added the alternative claim in oral argument that Pedra Branca was terra nullius until its acquisition of possession by the United Kingdom. 57 [...] Case Concerning Sovereignty over Pedra Branca/Pulau Batu Puteh, Middle Rocks, and South Ledge (Malaysia/Singapore ) ( Pedra Branca case), Judgment, 23 May 2008, ICJ Reports (2008) 12, paras 60–69. This article focuses on Pedra Branca. The argument for Pedra Branca can also be applied to the dispute over original title to Middle Rocks and South Ledge.",Malaysia,False,True,insufficient-contradictory,borderlines,True
borderlines-205_ret_b2_g4,borderlines-205,Pedra Branca is a territory of Singapore,Pedra Branca,"The Pedra Branca dispute was a territorial dispute between Singapore and Malaysia over several islets at the eastern entrance to the Singapore Strait, namely Pedra Branca (previously called Pulau Batu Puteh and now Batu Puteh by Malaysia), Middle Rocks and South Ledge. The dispute began in 1979 and was largely resolved by the International Court of Justice (ICJ) in 2008, which opined that Pedra Branca belonged to Singapore and Middle Rocks belonged to Malaysia. Sovereignty over South Ledge belongs to the state in the territorial waters of which it is located. [...] - Lim, Lydia (24 May 2008), ""Pedra Branca belongs to Singapore: World court ends 28-year dispute, declaring main island is Singapore's; Malaysia gets Middle Rocks"" (PDF), The Straits Times (reproduced on the National University of Singapore Newshub website), pp. 1–2, archived from the original on 29 June 2019, retrieved 5 October 2008.",Singapore,False,True,insufficient-refutes,borderlines,True
borderlines-206_ret_b7_gn,borderlines-206,Singapore Strait is a territory of Malaysia,Singapore Strait,"Singapore and Malaysia concluded the territorial sea boundaries between them in the Strait of Johor in 1995. With the exception of a dispute over port limits in 2018-2019, which was quickly resolved, both countries have mainly respected this boundary. The maritime boundary between the two countries in the Strait of Singapore, however, has always been a complicated issue. Both Singapore and Malaysia disputed three small features located in the Strait of Singapore: Pedra Branca, Middle Rocks and South Ledge. This dispute was brought in front of the International Court of Justice (ICJ), and the court delivered its decision in 2008. The ICJ awarded the sovereignty of Pedra Branca, a small island with a lighthouse operating on it, to Singapore, whilst awarding Middle Rocks, two uninhabited rocks, to Malaysia. The sovereignty over South Ledge, a low-tide elevation, to the State in the territorial waters of which it is located as per Article 13 of UNCLOS. [...] The littoral States of the Straits of Malacca and Singapore—Indonesia, Malaysia, Singapore and Thailand—have successfully used bilateral negotiations to agree upon maritime boundaries across a large part of the Malacca Straits and Singapore.",Malaysia,False,True,insufficient-refutes,borderlines,True
borderlines-206_ret_bn_g15,borderlines-206,Singapore Strait is a territory of Malaysia,Singapore Strait,"A Cooperative Framework for Maintaining Safety in the Straits of Malacca and Singapore [...] The Straits of Malacca and Singapore are a 1,000-kilometer channel of water located between the Malay Peninsula and Singapore to the north, and Sumatra and other Indonesian islands to the south. Almost half of all global seaborne trade and roughly one third of the world’s crude oil passes through this route, making it one of the most important shipping lanes in the world. It is also a lifeline for Japan, with more than 80% of the country’s oil imports transported through the Straits. [...] The Malacca and Singapore Straits are within the territorial waters of Indonesia, Malaysia, and Singapore. As per the UN Convention on the Law of the Sea, which took effect in 1994, the Straits’ safety administration, including the maintenance of navigational aids, is the responsibility of these three countries. Because Singapore is home to a large number of trading companies, it enjoys the economic benefits of the Straits and has built and maintained lighthouses and buoys. Malaysia and Indonesia benefit far less, however, and are therefore shouldered with a relatively greater expense burden. Recognizing that Japan is a main stakeholder, The Nippon Foundation has taken on some of that burden and for more than 40 years has provided support for safe navigation and the protection of the marine environment.",Malaysia,False,True,insufficient-contradictory,borderlines,True
borderlines-206_ret_bn_g7,borderlines-206,Singapore Strait is a territory of Malaysia,Singapore Strait,"Singapore Strait,its territory included all the islands within and adjacent to the Strait. At no time was it suggested that its territory was limited, for example, to islands within 3 nm of its mainland coast. None of these islands was considered to be terra ~zullius. [...] 73 See Care cotzcer-fling Sovereignty over Puln~~ Ligitari and P~llau Sipadan (I17do11esidMalaysia)D, ecisioll on Merits, 17December 2002,ICJ Reports 2002, para. 148.98. It follows that in the mid-nineteenth century Pulau Batu Puteh could certainly not be considered as term rzulli~tsand as susceptible to occupation. As the Court noted in its Advisory Opinion with respect to the WesterrzScrlznra,it is ""a cardinal condition of a valid 'occupation' that the territory shouldbe terrcr~z~llius- a territory belonging to no-one - at the time of the act alleged to constitute the 'occupation'.""74 The established links between the Johor rulers and Pulau Batu Puteh and the fact that Singapore Strait with its islands were the object of territorial regulation in the 1824 Anglo-Dutch Treaty and the 1824 Crawfurd Treaty, exclude the possibility that any of these well-known islands could have been considered as territory which ""belonged to no-one in the sense that it was then open to acquisition through the legal process of 'o~cupation'.""~~Pulau [...] (a) These and other islands in and around Singapore Strait were part of the Sultanate of Johor before 1824. This was unaffected by the Anglo-Dutch Treaty of 1824, which concerned only islands and territory to the south of the Strait.",Malaysia,False,True,insufficient-neutral,borderlines,True
borderlines-207_ret_b0_g2,borderlines-207,Singapore Strait is a territory of Singapore,Singapore Strait,"The Singapore Strait is a 113 km-long (70 mi), 19 km-wide (12 mi)[2] strait between the Strait of Malacca in the west and the South China Sea in the east. Singapore is on the north of the channel, and the Indonesian Riau Islands are on the south. The two countries share a maritime border along the strait. [...] Historical records [edit]The 9th century AD Muslim author Ya'qubi referred a Bahr Salahit or Sea of Salahit (from the Malay selat meaning strait), one of the Seven Seas to be traversed to reach China. Some have interpreted Sea of Salahit as referring to Singapore,[4] although others generally considered it the Malacca Strait, a point of contact between the Arabs and the Zābaj (likely Sumatra).[5] Among early Europeans travellers to South East Asia, the Strait of Singapore may refer to the whole or the southern portion of the Strait of Malacca as well as other stretches of water.[6] Historians also used the term in plural, ""Singapore Straits"", to refer to three or four different straits found in recorded in old texts and maps – the Old Strait of Singapore between Sentosa and Telok Blangah, the New Strait of Singapore southwest of Sentosa, the ""Governor's Strait"" or ""Strait of John de Silva"" which corresponds to Phillip Channel, and the Tebrau Strait.[7] Today the Singapore Strait refers to the main channel of waterway south of Singapore where the international border between Singapore and Indonesia is located.",Singapore,False,True,insufficient-neutral,borderlines,True
borderlines-207_ret_b6_gn,borderlines-207,Singapore Strait is a territory of Singapore,Singapore Strait,"The Singapore Strait is a waterway south of Singapore which links the Strait of Melaka to the South China Sea. Before the age of European colonialism, it was an important shipping route used by traders and travellers plying between the Indian Ocean and the South China Sea. The founding of Singapore in 1819 and the developments that followed saw a dramatic increase of shipping traffic to these waters, thus increasing the Singapore Strait’s importance as the main shipping channel between the Indian Ocean and the South China Sea.1 The Singapore Strait is currently one of the busiest commercial routes in the world.2 The Singapore Strait is situated south of Singapore, between the south-eastern tip of the Malay Peninsula and north of Indonesia’s Riau Islands. Running east and west, it connects the southern end of the Melaka Strait at its western end to the South China Sea at its eastern end.3 [...] The Singapore Strait is located between two major trading zones – the trading zone of greater Bay of Bengal in the west and the mainland and trading ports of the South China Sea in the east.6 Before the advent of Europeans into the Indian Ocean Basin in the 15th century, the strait was an important shipping route used by traders and travellers plying between the Indian Ocean and the South China Sea.7",Singapore,False,True,insufficient-neutral,borderlines,True
borderlines-207_ret_b9_gn,borderlines-207,Singapore Strait is a territory of Singapore,Singapore Strait,The Strait of Singapore or Singapore Strait is a strait in Singapore. It is 114 kilometres (71 mi) long and 16 kilometres (9.9 mi) wide. It is between the Strait of Malacca and the South China Sea. Singapore is to the north and the Riau Islands are to the south. It is the way to get to the Singapore Harbor. The depth of the Strait limits the size of ships that can go between the Indian Ocean and the South China Sea.,Singapore,False,True,insufficient-refutes,borderlines,True
borderlines-208_ret_b2_g2,borderlines-208,Point 20 is a territory of Malaysia,Point 20,"Only the continental shelf boundary has been determined between the two countries for this segment of their maritime border. The border follows the equidistant line between the baselines of Indonesia and Malaysia and Point 20 is the equidistant point between Indonesia, Malaysia and Vietnam (see table below).[16] Point 20 is the western terminus of the Indonesia-Vietnam continental shelf boundary which the two countries agreed to in 2003 and the easternmost point of the area of overlapping claims between Malaysia and Vietnam. [...] Point 25 is also the eastern terminus of the Indonesia-Vietnam continental shelf boundary which was agreed to by the two countries in 2003, making it the common tripoint of Indonesia, Malaysia and Vietnam. This is also the western terminus of the Malaysian continental shelf boundary in South China Sea as asserted in the country's 1979 territorial sea and continental shelf boundary map. The boundary is however not recognised by any other country.",Malaysia,False,True,insufficient-refutes,borderlines,True
