id,claim_id,claim,claimant,evidence,factcheck_verdict,is_gold,relevant,evidence_stance,fc_source
factcheckni_137,factcheckni_137,The Red Cross is refusing blood donations from anyone who has received a vaccination for COVID.,Adrienne Bell,"The claim is not accurate. The British Red Cross does not collect or supply blood in the UK. The Northern Ireland Blood Transfusion Service states that you must wait for seven days after receiving your COVID vaccination before you can donate. In the US, such claims about their Red Cross have been found to be inaccurate.",False,True,True,refutes,factcheckni
factcheckni_137_ret_b1_g17,factcheckni_137,The Red Cross is refusing blood donations from anyone who has received a vaccination for COVID.,Adrienne Bell,"""UPDATED eligibility requirements from @RedCross now BANS certain covid VACCINATED people from donating blood!"" reads one post on X that had received more than 3,200 likes and shares as of Friday. ""(Another conspiracy theory proved true!) PURE BLOODS BE PROUD. The rest of you…retweet to warn your tainted friends and family."" [...] ""There is no reason why a potential donor would be declared absolutely ineligible solely because they received a COVID vaccine,"" Daniel Parra, a spokesperson for the Red Cross, told the AP in an email. [...] ""Blood donations from individuals who have received a COVID-19 vaccine approved or authorized for use in the U.S. are safe for transfusion,"" reads a joint statement written last month by the Red Cross, America’s Blood Centers and the Association for the Advancement of Blood & Biotherapies.",False,False,True,refutes,factcheckni
factcheckni_137_ret_b5_gn,factcheckni_137,The Red Cross is refusing blood donations from anyone who has received a vaccination for COVID.,Adrienne Bell,"A person can donate blood or plasma following their COVID-19 vaccine. The only stipulations from the American Red Cross are that the individual must know which vaccine they received, be healthy and not have symptoms of COVID-19. [...] In a TikTok video, a man said he was told by a staff member at the American Red Cross that a person vaccinated against COVID-19 can’t donate plasma, because their blood has been completely tainted. [...] American Red Cross, Can I donate after receiving a COVID-19 vaccine? February 24, 2021",False,False,True,refutes,factcheckni
factcheckni_137_ret_bn_g7,factcheckni_137,The Red Cross is refusing blood donations from anyone who has received a vaccination for COVID.,Adrienne Bell,"The claim is not accurate. The British Red Cross does not collect or supply blood in the UK. The Northern Ireland Blood Transfusion Service states that you must wait for seven days after receiving your COVID vaccination before you can donate. In the US, such claims about their Red Cross have been found to be inaccurate. On Facebook, posts are being shared that claim the Red Cross is refusing blood donations from anyone who has received a vaccination for COVID-19. Furthermore, a post asks how this supposed policy will affect the availability of blood donations to the NHS. [...] Donating blood after receiving a COVID-19 vaccine",False,False,True,refutes,factcheckni
factcheckni_137_ret_bn_g8,factcheckni_137,The Red Cross is refusing blood donations from anyone who has received a vaccination for COVID.,Adrienne Bell,"The Red Cross is following FDA blood donation eligibility guidance for those who receive the COVID-19 vaccination. Deferral times for donations may vary depending on which brand of vaccine you received. If you’ve received a COVID-19 vaccine, you’ll need to provide the manufacturer name when you come to donate. In most cases, there is no deferral time for individuals who received a COVID-19 vaccine as long as they are symptom-free and feeling well at the time of donation. If you have further eligibility questions, please call 1-800-RED CROSS. Regardless, of the type of vaccine an individual receives, all donors must be symptom-free and feeling well at the time of donation. If an individual is experiencing any symptoms from the COVID-19 vaccine, the Red Cross asks that they postpone their donation until they are feeling better. [...] The Red Cross is committed to the safety of donors, staff, and volunteers. We only collect blood from donors who are healthy and symptom-free. No matter which COVID-19 vaccine you receive, please do not present to donate unless you are symptom-free and feeling well. Mild side effects can occur after the administration of vaccines of any type, although they usually disappear within a few days. If you experience any side effects, please wait to donate until you are feeling well.",False,False,True,refutes,factcheckni
factcheckni_140,factcheckni_140,There is a greater chance of dying in a bus collision than by COVID-19.,Viral social media post,"This claim is not accurate. The probability of a randomly selected resident of Great Britain dying from January to October 2020, with COVID-19 mentioned on the death certificate, was over 3,000 times higher than the average probability of dying as a pedestrian in an accident involving a bus or a coach in the same period.",False,True,True,refutes,factcheckni
factcheckni_140_ret_b10_gn,factcheckni_140,There is a greater chance of dying in a bus collision than by COVID-19.,Viral social media post,"Method: Our study therefore investigated the injury risk of public bus passengers involved in collision incidents and non-collision incidents comparatively, based on a police-reported dataset of 17,383 passengers injured on franchised public buses over a 10-year period in Hong Kong. A random parameters logistic model was established to estimate the likelihood of fatal and severe injuries to passengers as a function of various factors. Results: Our results indicated substantial inconsistences in the effects of risk factors between models of non-collision injuries and collision injuries. The severity of passenger injuries tended to increase significantly when non-collision incidents occurred due to excessive speed of bus drivers, on double-decker buses, in less urbanized areas, in winter, in heavy rains, during daytime, and at night without street lighting. Elderly female passengers were also found more likely to be fatally or severely injured in non-collision incidents if they lost their balance while boarding, alighting from, or standing on a bus. In comparison, the following factors were associated with a greater likelihood of fatal or severe injuries in collision incidents: elderly female passengers, standing passengers who lost balance, buses out of driver control, double-decker buses, collisions with vehicles or objects, and less urbanized areas. Practical Applications: Based on our comparative analysis, more targeted countermeasures, namely ""4E"" (engineering, enforcement, emergency, and education) and ""3A"" (awareness, appreciation, and assistance), were recommended to mitigate collision injuries and non-collision injuries to public bus passengers, respectively.",False,False,True,insufficient-neutral,factcheckni
factcheckni_140_ret_bn_g0,factcheckni_140,There is a greater chance of dying in a bus collision than by COVID-19.,Viral social media post,"This claim is not accurate. The probability of a randomly selected resident of Great Britain dying from January to October 2020, with COVID-19 mentioned on the death certificate, was over 3,000 times higher than the average probability of dying as a pedestrian in an accident involving a bus or a coach in the same period. A much-shared Facebook post included the claim: ""You’ve got more chance of dying from being hit by a bus than you are of dying from ‘covid-19."" [...] Put another way, the probability that a randomly selected Great Britain resident died from January to October 2020 with COVID-19 mentioned on their death certificate was therefore 3,035 times more likely than a randomly selected individual dying as a pedestrian in an accident involving a bus or a coach in any ten months from 2013 to 2019 (60,707 COVID-19 registered deaths/19.92 deaths by bus collision).",False,False,True,refutes,factcheckni
factcheckni_140_ret_bn_g14,factcheckni_140,There is a greater chance of dying in a bus collision than by COVID-19.,Viral social media post,"Coronavirus: Risk of flu or road accident higher than COVID-19 for schoolchildren, says deputy CMO [...] The risks of catching flu or being involved in a road accident are ""higher"" than contracting coronavirus for schoolchildren, England's deputy chief medical officer has said.",False,False,True,insufficient-supports,factcheckni
factcheckni_140_ret_bn_g19,factcheckni_140,There is a greater chance of dying in a bus collision than by COVID-19.,Viral social media post,"While collisions involving buses make up only a small portion of the total fatal accidents each year, the results are usually tragic. In fact, the NTSB has found that, per vehicle, buses and other commercial motor vehicles are more likely to be involved in fatal crashes than passenger vehicles. [...] At Paulson Coletti, we’ve represented families who have lost loved ones in bus collisions and we have seen the devastation that a deadly bus accident can bring. As a service to those affected by or interested in bus safety, we’ve compiled the most comprehensive list of bus accident statistics and information available online. [...] While fatal crashes involving buses of any kind have fallen sharply since 1975, some types of buses are more likely to be involved in a fatal crash than others. School buses and transit buses are most likely to be involved in fatal collisions.",False,False,True,insufficient-neutral,factcheckni
factcheckni_141,factcheckni_141,Northern Ireland Government contingency plans for COVID-19 include turning Dundonald Ice Bowl into a morgue to store bodies temporarily. A common extension is that the SSE (Odyssey) Arena has also been earmarked as a contingency morgue.,Viral social media post,The claim is not accurate. The Department of Justice confirms that there are no plans to use either Dundonald Ice Bowl or the SSE Arena. The Justice Minister has stated that buildings on the Kinnegar site outside Holywood will be used as the Northern Ireland Temporary Resting Place if required.,False,True,True,refutes,factcheckni
factcheckni_141_ret_b1_gn,factcheckni_141,Northern Ireland Government contingency plans for COVID-19 include turning Dundonald Ice Bowl into a morgue to store bodies temporarily. A common extension is that the SSE (Odyssey) Arena has also been earmarked as a contingency morgue.,Viral social media post,Executive's Autumn/Winter Covid-19 Contingency Plan A full and shorter version of the Executive's Autumn/Winter Covid-19 Contingency Plan can be viewed below. The plan sets out:,False,False,True,insufficient-neutral,factcheckni
factcheckni_141_ret_b6_gn,factcheckni_141,Northern Ireland Government contingency plans for COVID-19 include turning Dundonald Ice Bowl into a morgue to store bodies temporarily. A common extension is that the SSE (Odyssey) Arena has also been earmarked as a contingency morgue.,Viral social media post,Covid-19: Northern Ireland's major milestones [...] But how did we get here? We take a look at the major milestones in Northern Ireland's response to Covid-19. [...] The public soon got used to Covid press briefings at Stormont with First and Deputy First Ministers Arlene Foster and Michelle O'Neill.,False,False,True,insufficient-neutral,factcheckni
factcheckni_141_ret_b8_gn,factcheckni_141,Northern Ireland Government contingency plans for COVID-19 include turning Dundonald Ice Bowl into a morgue to store bodies temporarily. A common extension is that the SSE (Odyssey) Arena has also been earmarked as a contingency morgue.,Viral social media post,Covid-19: Northern Ireland's major milestones - Published [...] The first case of Covid-19 in Northern Ireland was diagnosed in a woman on 27 February 2020. [...] The public soon got used to Covid press briefings at Stormont with First and Deputy First Ministers Arlene Foster and Michelle O'Neill.,False,False,True,insufficient-neutral,factcheckni
factcheckni_141_ret_bn_g0,factcheckni_141,Northern Ireland Government contingency plans for COVID-19 include turning Dundonald Ice Bowl into a morgue to store bodies temporarily. A common extension is that the SSE (Odyssey) Arena has also been earmarked as a contingency morgue.,Viral social media post,"The claim is not accurate. The Department of Justice confirms that there are no plans to use either Dundonald Ice Bowl or the SSE Arena. The Justice Minister has stated that buildings on the Kinnegar site outside Holywood will be used as the Northern Ireland Temporary Resting Place if required. [...] ""Sadly fences are going up around Dundonald Ice Bowl as the ice rink will be used as a morgue. Im [sic] not scare mongering and this is not fake news in preparation for the worst. The odyssey is doing the same as Dundonald."" [...] ""I also read that the SSE & Dundonald Ice Bowl are being prepped as temp morgues because the real ones won’t cope.""",False,False,True,refutes,factcheckni
factcheckni_144,factcheckni_144,There are 1.2 billion fewer carrier bags distributed in Northern Ireland since the introduction of the carrier bag levy in 2012.,Social Democratic Labour Party (SDLP),"contain take-away hot food and hot drinks only contain items such as unpackaged food, seeds and bulbs, axes, knives or razor blades, goods contaminated by soil and some medicinal products carry goods bought in an airport after you clear security are used when you buy a service, such as shoe repair or laundry are of certain sizes and used only to contain packaged uncooked meat or fish are certain types of small bags are specialist bags, such as mail order and courier bags are supplied for free to replace worn out ‘bags for life’ are carrier bags with a retail price of 20p or more",True,True,True,insufficient-neutral,factcheckni
factcheckni_144_ret_b0_gn,factcheckni_144,There are 1.2 billion fewer carrier bags distributed in Northern Ireland since the introduction of the carrier bag levy in 2012.,Social Democratic Labour Party (SDLP),"DAERA publish annual statistics relating to the carrier bag levy. In its most recent report for 2018/19, it provides a table of data (see Figure 1 in the report) that shows the total number of carrier bags dispensed in Northern Ireland, per annum, with the cumulative difference from the baseline figure in 2012. This data is summarised in the following graphic: [...] The Department of Agriculture, Environment and Rural Affairs (DAERA) details the number of carrier bags dispensed each financial year under the carrier bag levy in Northern Ireland in an annual report since its introduction in 2013. [...] In its manifesto for the 2019 General Election, the SDLP claimed the introduction of the (plastic) carrier bag levy in 2013 removed 1.2 billion bags from Northern Ireland and raised almost £30 million for environmental projects.",True,False,True,supports,factcheckni
factcheckni_144_ret_b18_gn,factcheckni_144,There are 1.2 billion fewer carrier bags distributed in Northern Ireland since the introduction of the carrier bag levy in 2012.,Social Democratic Labour Party (SDLP),"Statistics published today show that 199 million fewer carrier bags are in circulation in Northern Ireland today than when the levy was introduced in April 2013. Miss McIlveen said: ""It is encouraging that so many carrier bags have been taken out of circulation since the introduction of the levy. The people of Northern Ireland have embraced the reuse and recycling of shopping bags. This significantly reduces the amount of both plastic and paper going to landfill. [...] Carrier Bag Levy Team,",True,False,True,insufficient-supports,factcheckni
factcheckni_144_ret_b7_gn,factcheckni_144,There are 1.2 billion fewer carrier bags distributed in Northern Ireland since the introduction of the carrier bag levy in 2012.,Social Democratic Labour Party (SDLP),"The Carrier bag levy annual statistics 2020/21 shows that 56.2 million carrier bags were dispensed by retailers under the levy in Northern Ireland between 1 April 2020 and 31 March 2021. This was 30.2% lower than the previous year, with 24.3 million fewer bags dispensed. The proceeds of the carrier bag levy, which was introduced in Northern Ireland in 2013, totalled £2.2 million, a decrease of £2.2m (50.5%) from the previous year. This was in part due to the levy being waived for home delivery of groceries between 1 April 2020 and 30 September 2020 to manage challenges presented by the Covid-19 pandemic. Welcoming the figures, Minister Poots said: ""Since the release of the last Carrier Bag Levy statistics we have witnessed an unprecedented year, with Covid-19 impacting on both our personal and business lives. We have faced many challenges in how and where we shop and access retail services, however it is very positive to report the removal of over 1.7 billion bags from circulation across Northern Ireland in the past year. I also welcome the fact that there has been an overall 30.2 % decrease in usage from last year, this reduction demonstrates that despite other challenges, people in Northern Ireland are aware of the damage plastic does to our environment. However, there is much more that can be done.""",True,False,True,supports,factcheckni
factcheckni_146,factcheckni_146,"There are 40,000 third-level students in northwest Ireland, with 7,000 graduates annually ready for employment.",Derry City and Strabane Council,"Ulster University has a campus at Magee in Derry/Londonderry. This is a university offering third-level education only. In a reply to a Freedom of Information request from the Derry News, the university planning office confirmed that in the academic year 2018/19, there were 4,313 students studying at the Magee campus: 3,429 were full-time and 884 were part-time. If most degrees take three years to achieve, and following the same pattern observed at Letterkenny Institute of Technology, we estimate that there would be 1,500 graduates from the Magee campus each year. North West Regional College’s data compliance officer provided us with a current estimate of 1,057 students studying in third level/higher education. Of these, 539 are full-time and 518 are part-time. It noted that this may not represent the final figure as further enrolments may be received and processed throughout the year. In 2017-18, third-level students comprised 10% of NWRC’s overall student enrolments. NWRC had 586 students graduate from higher education in 2018-19. Letterkenny Institute of Technology’s admissions office confirmed that they have just over 4,000 students in total, and that all of these students are completing higher education qualifications, Levels 6-10. They also advised that they had 1,200 graduates in 2018.",False,True,True,refutes,factcheckni
factcheckni_146_ret_b13_gn,factcheckni_146,"There are 40,000 third-level students in northwest Ireland, with 7,000 graduates annually ready for employment.",Derry City and Strabane Council,"Instead of considering the growth in numbers entering higher education from 15,000 to 42,500 between 1980 and 2014, look at the figures in the context of school leavers. From just 20% in 1980, nearly 60% of those aged 18 to 20 now attend third level. [...] At 58%, our third-level participation rate is one of the highest in Europe, and there are political hopes to see the figures maintained and increased. With no immediate end in sight to the numbers completing second level, a repeated reference throughout the Cassells report to have widening participation in higher education as a national ambition should be examined more closely. [...] For each of these students who leaves behind a third-level course, there has been a huge investment by taxpayers. More than half of those attending third level now receive financial support from the State, the very lowest level being half the €3,000 annual undergraduate fee and the highest an almost-€9,000 combination of student fee and maintenance for living costs.",False,False,True,insufficient-neutral,factcheckni
factcheckni_146_ret_b15_gn,factcheckni_146,"There are 40,000 third-level students in northwest Ireland, with 7,000 graduates annually ready for employment.",Derry City and Strabane Council,"Ireland has too many students - Discuss. Ireland has the highest proportion of 25- to 34-year-olds who have completed third-level education in the EU. Almost half, 47%, of young adults in Ireland have completed third-level education, compared with 39% across the developed world (of OECD members). [...] The proliferation of third-level education also risks infantilising our youth well into what should be their most productive years. Instead of being encouraged to strike out on their own they are encouraged to follow pre-school, primary education and secondary education with yet more education where their focus is less the acquisition of their own experience than regurgitating what teacher says obeying teacher.",False,False,True,insufficient-neutral,factcheckni
factcheckni_146_ret_b6_gn,factcheckni_146,"There are 40,000 third-level students in northwest Ireland, with 7,000 graduates annually ready for employment.",Derry City and Strabane Council,"Third-level education in the Republic of Ireland includes all education after second-level, encompassing higher education in universities and colleges and further education on Post Leaving Certificate (PLC) and other courses. [...] Entry into third-level is generally very high in Ireland (as it also is in Northern Ireland), and among young adults (those aged 25 to 34), 41.6% of them have attained third-level degrees—the second highest level in the EU after Cyprus, and substantially ahead of the average of 29.1%.[3] Broken down by gender, approximately 43% of women and 40% of men Ireland attend third level education.[4] [...] Grade inflation [edit]Ireland has a higher proportion of third-level graduates than any other EU country. At the same time, the proportion of graduates with first-class honours has reached record levels. There is disagreement about whether this increase is due to improved methods of instructing increasingly motivated students, or simple grade inflation. President Michael D. Higgins believes that it is due to grade inflation, and has expressed concern about the continued quality and value of university degrees. Whatever the reason might be, employers increasingly examine graduates' extracurricular activities, work experiences, and soft skills as they search for the most able applicants.[11] [12][13]",False,False,True,insufficient-neutral,factcheckni
factcheckni_146_ret_bn_g0,factcheckni_146,"There are 40,000 third-level students in northwest Ireland, with 7,000 graduates annually ready for employment.",Derry City and Strabane Council,"Available data shows 9,370 third-level students in northwest Ireland, with approximately 3,300 graduates a year in the region. The Ireland Northwest Trade & Investment mission may have included figures for Ulster University Coleraine, which is outside the geography covered by the partnership. Even so, the claim is a large overestimation. On 12 November 2019, Derry City and Strabane Council published a promotional video, in which it claimed that ""Ireland Northwest"" contained ""40,000 third level students"" with ""7,000 graduates annually ready for employment"". [...] Derry City and Strabane District Council published a promotional video on 12 November 2019, with the aim of attracting investment into the Ireland Northwest region. The video claimed that ""Ireland Northwest"" had 40,000 students in third-level education, with 7,000 graduates ready for employment annually.",False,False,True,refutes,factcheckni
factcheckni_147,factcheckni_147,21% of people in Northern Ireland are living with a long-term health problem or disability.,Michael Wardlow,"This claim is accurate. Dr Michael Wardlow accurately presented the percentage of Northern Ireland residents who are affected by an illness or disability which affects their daily tasks. These rates are in line with the rest of the United Kingdom (UK), and while prevalence in Northern Ireland is slightly above the overall average, when all regional fluctuations are taken into account it is not an outlier.",True,True,True,supports,factcheckni
factcheckni_147_ret_b18_gn,factcheckni_147,21% of people in Northern Ireland are living with a long-term health problem or disability.,Michael Wardlow,"- Data on the percentage reporting a disability is sourced from the Labour Force Survey and uses the Government Statistical Service harmonised definition of disability. The definition covers people who report a physical or mental health condition or illnesses lasting or expected to last 12 months or more where this reduces their ability to carry out day-to-day activities. Overall, 21.7% of respondents aged 16-64 in Northern Ireland (Apr-Jun 2017) reported a long-term illness and a disability. In the UK overall the figure was 17.4%. - The two remaining measures in this domain are based on data from the Understanding Society Longitudinal Study. In 2015/16, 52.8% of respondents in Northern Ireland indicated that they were mostly or completely satisfied with their health. This is comparable with the UK overall (51.0%). - The General Health Questionnaire (GHQ12), consists of 12 items and a score of 4 or more is regarded as an indication of mental ill health. The proportion of respondents in NI showing evidence of some mental ill health was 15.6% in 2015/16. In the UK overall, the proportion was 17.8%.",True,False,True,insufficient-supports,factcheckni
factcheckni_147_ret_b9_gn,factcheckni_147,21% of people in Northern Ireland are living with a long-term health problem or disability.,Michael Wardlow,"Living with long term conditions policy framework 26 April 2012 ""Living with Long Term Conditions – A Policy Framework"" has been developed to provide a strategic driver for the reform and modernisation of services for adults in Northern Ireland living with long term conditions irrespective of condition or care setting.",True,False,True,insufficient-neutral,factcheckni
factcheckni_147_ret_bn_g10,factcheckni_147,21% of people in Northern Ireland are living with a long-term health problem or disability.,Michael Wardlow,"Of the people with bipolar alive today in the UK, 70,000 will take their own life unless action is taken.6 The World Health Organisation identifies bipolar as one of the top causes of lost years of life and health in 15 to 44 year olds.7 Many people with bipolar continue to lack the basic support and treatment needed to live well with the condition. 67% of people with bipolar received no self-management advice when they were first diagnosed.8 Anecdotally, many people with bipolar have experienced abuse in hospital and are dealing with undiagnosed post-traumatic stress.9 Just 21% of people with a long-term mental health condition are in employment.10 90% of people with bipolar had told their employer about their condition but 24% of them regretted making that decision.11 Rates of positive screening for bipolar disorder were higher in non-employed people, in those receiving particular benefits, and in people living alone. 4% of women on Employment Support Allowance screen positive for bipolar.12 72% of people with bipolar knew no one else with the condition when they were first diagnosed.13 1 Adult Psychiatric Morbidity Survey: Survey of Mental Health and Wellbeing, England, 2014.",True,False,True,insufficient-neutral,factcheckni
factcheckni_150,factcheckni_150,"There are approximately 100 lorries per day crossing the border between Northern Ireland and Ireland, and cross-border trade represents 0.5% of UK-EU trade.",Gerard Batten,"This claim is inaccurate. There are 5,900 lorry (heavy goods vehicle) crossings daily. Cross-border trade represents 0.97% of UK-EU trade; alternative figures may be due to different measurement practices between countries.",False,True,True,refutes,factcheckni
factcheckni_150_ret_b0_g0,factcheckni_150,"There are approximately 100 lorries per day crossing the border between Northern Ireland and Ireland, and cross-border trade represents 0.5% of UK-EU trade.",Gerard Batten,"This claim is inaccurate. There are 5,900 lorry (heavy goods vehicle) crossings daily. Cross-border trade represents 0.97% of UK-EU trade; alternative figures may be due to different measurement practices between countries. On 30 January 2019, UKIP leader Gerard Batten made three related claims in a tweet regarding the Ireland-Northern Ireland border. (The tweet — screenshot image below — was promptly deleted.) Firstly, he claimed that 100 lorries cross the border daily. Secondly, that trade between Ireland and Northern Ireland accounts for 0.5% of the total UK trade with EU countries. And lastly, Batten claimed that Guinness accounts for half of the total trade (""trips"") across the border. [...] The tweet made three inter-related claims about Northern Ireland-Ireland trade. TheJournal.ie showed that the claim that there were 100 daily lorry crossings was a large underestimation in comparison with published data (5,900 lorries), while Diageo declared an estimated 35 daily crossings for its beer products (including Guinness).",False,False,True,refutes,factcheckni
factcheckni_150_ret_b11_gn,factcheckni_150,"There are approximately 100 lorries per day crossing the border between Northern Ireland and Ireland, and cross-border trade represents 0.5% of UK-EU trade.",Gerard Batten,"The Northern Ireland Affairs Committee report on the land border between Northern Ireland and Ireland describes how this regime allows goods to107 pass across the border currently and the possible effects of the UK leaving the Single Market: [...] 111.The trade in live cattle and sheep, and beef and lamb across the Northern Ireland/Republic of Ireland border takes place on a daily basis, with approximately 390,000 live lambs crossing the border annually. The Livestock and Meat Commission for Northern Ireland 267 Northern Irish Affairs Select Committee, 2nd Report – The land border between Northern Ireland and Ireland, HC 329, 16 March 2018, para 43 268 Institute for Government, ‘The Irish border after Brexit’, Tim Durrant & Alex Stojanovic, June 2018 told us that the Northern Ireland sheep industry was particularly exposed to the effects of more complicated border arrangements, with approximately 45% of all lambs born in Northern Ireland exported to the Republic of Ireland each year. In 2016, the value of this live trade was approximately £31.5 million. 112.The dairy industries in Northern Ireland and the Republic of Ireland act as one through the supply chain, and dairy products cross the border several times between the farm gate and the consumer. Republic of Ireland dairy co-operatives own approximately 60% of the processing capacity in Northern Ireland. Exports to the Republic of Ireland were approximately 15% of total sales of the Northern Ireland dairy industry in 2015.",False,False,True,insufficient-neutral,factcheckni
factcheckni_150_ret_b12_gn,factcheckni_150,"There are approximately 100 lorries per day crossing the border between Northern Ireland and Ireland, and cross-border trade represents 0.5% of UK-EU trade.",Gerard Batten,"The North’s economy was not unaffected by this development. It also coincided with a detente between the two during this period. Starting with the Anglo-Irish Agreement in 1985 and then the Good Friday Agreement in 1998, political relations improved and translated into economic gains. Since the early 1990s there has been a steady growth in cross-border activities only partly slowed by the credit crisis of 2007-08. There have also been increases in tourism, investment and travel. Around 30,000 people cross the border daily for work purposes and approximately 177,000 lorries and 250,000 vans cross each month. Trade is now valued at around £3 billion a year. [...] For the 1.81m people in the North and the 4.78m people in the Republic, this cross-border trade is huge. Of particular importance is the agricultural processing industry with supply chains crossing the border several times before final production.",False,False,True,insufficient-neutral,factcheckni
factcheckni_150_ret_b8_gn,factcheckni_150,"There are approximately 100 lorries per day crossing the border between Northern Ireland and Ireland, and cross-border trade represents 0.5% of UK-EU trade.",Gerard Batten,"Trade across the Irish border [...] Trade across the Irish border is not simply each side selling goods to one another. A European Parliament paper notes how businesses which operate across the border ""often have highly interconnected supply chains covering the island of Ireland and often involving movements across the border throughout the manufacturing process"". [...] ""When considering cross-border trade, it is particularly important to note the integrated nature of the agri-food sector. Food, beverages and tobacco account for 49 per cent of crossborder manufacturing trade, with, for example, more than 10,000 pigs exported from Ireland to Northern Ireland every week and a quarter of all milk produced on Northern Ireland’s farms exported for processing in Ireland.""",False,False,True,insufficient-neutral,factcheckni
factcheckni_151_ret_b10_gn,factcheckni_151,The Court of Justice of the European Union is the supreme court for all Northern Ireland Protocol issues.,Jim Allister,"THE COURT OF JUSTICE OF THE EUROPEAN COMMUNITIES (CJEC) The Court of Justice comprises as many judges as there are Member States. The number of Advocates-General remains the same (eight), but the Council may at any time decide unanimously to increase their number. [...] The Court of Justice, as the supreme judicial institution of the Union, retains competence for other judicial actions on fundamental questions for the Community order and carries out this mission by way of questions referred by the national jurisdictions for a preliminary ruling. However, the Treaty provides that the Statute may empower the Court of First Instance with preliminary competence in certain areas.",False,False,True,insufficient-neutral,factcheckni
factcheckni_151_ret_b1_g4,factcheckni_151,The Court of Justice of the European Union is the supreme court for all Northern Ireland Protocol issues.,Jim Allister,"The European Court of Justice (ECJ), formally just the Court of Justice (French: Cour de Justice), is the supreme court of the European Union in matters of European Union law. As a part of the Court of Justice of the European Union, it is tasked with interpreting EU law and ensuring its uniform application across all EU member states under Article 263 of the Treaty of the Functioning of the European Union (TFEU).[2] [...] Notes [edit]- ^ Under the terms of the Protocol on Ireland/Northern Ireland, concluded as part of the Brexit withdrawal agreement, the CJEU — and hence the ECJ — continues to have jurisdiction over the operation of EU law applying to Northern Ireland in relation to customs and the movement of goods, technical regulations, VAT and excise, the Single Electricity Market and State aid, and may hear applications for preliminary rulings made by Northern Irish courts.[1] [...] The Protocol will also confer full jurisdiction on the CJEU to oversee the operation of EU law applying to Northern Ireland in relation to customs and the movement of goods, technical regulations, VAT and excise, the Single Electricity Market and State aid; including the jurisdiction to hear applications for preliminary rulings submitted by the courts of Northern Ireland. The UK will have the right to participate in these proceedings as if it were a Member State.",False,False,True,insufficient-supports,factcheckni
factcheckni_151_ret_bn_g0,factcheckni_151,The Court of Justice of the European Union is the supreme court for all Northern Ireland Protocol issues.,Jim Allister,"The Court of Justice of the European Union 11.1.1 In this Practice Direction - - unless otherwise stated, an Article referred to by number means the Article so numbered of the EU-UK Withdrawal Agreement, as given effect by sections 7A and 7C of the European Union (Withdrawal) Act 2018; [...] 11.1.2 Under Article 158, the European Court has jurisdiction to give preliminary rulings on questions concerning the interpretation of Part Two of the EU-UK Withdrawal Agreement (on Citizens' Rights) and, where such a question is raised before the Supreme Court, the Supreme Court may, if it considers that a decision on the question is necessary to enable it to give judgment, request the European Court to give such a ruling. [...] 11.1.4 Under Article 12(4), the European Court has jurisdiction to give preliminary rulings on questions concerning the provisions of EU law made applicable by the second subparagraph of Article 12(2), Article 5, and Articles 7-10 of the Ireland/Northern Ireland Protocol and, where such a question is raised before the Supreme Court, the Supreme Court will request the European Court to give a ruling thereon unless:",False,False,True,insufficient-neutral,factcheckni
factcheckni_152,factcheckni_152,Three-quarters of non-voters in Northern Ireland are pro-Union.,Peter SHIRLOW,This article was updated on 16 November 2021. A section that compared the percentage of non-voters identified across four different organisations’ polls was removed. We made this simplification after further discussions with polling organisations. This clarification did not affect FactCheckNI’s original conclusion about the claim.,True,True,True,insufficient-neutral,factcheckni
factcheckni_152_ret_b1_gn,factcheckni_152,Three-quarters of non-voters in Northern Ireland are pro-Union.,Peter SHIRLOW,"More than three quarters of the half a million people who do not vote in elections in Northern Ireland support the Union, a major academic survey has found. [...] In a report setting out the findings, the lead author of the research project, Professor Jon Tonge from the University of Liverpool, said: ""In terms of a border poll, election results may be a less accurate a guide to the desire for reunification especially when it is considered that 76.9% of non-voters who stated a preference are pro-Union. [...] As well as non-voters, a critical group in deciding the outcome of any border poll will be Alliance voters. The survey found that 58.8% of Alliance voters support the Union and 25.6% want Irish unity.",True,False,True,supports,factcheckni
factcheckni_152_ret_b2_gn,factcheckni_152,Three-quarters of non-voters in Northern Ireland are pro-Union.,Peter SHIRLOW,"Almost a fifth of voters in Northern Ireland, including nearly a third of voters from a Protestant background, say they would find a vote in favour of a united Ireland ""almost impossible to accept"", according to an Ipsos opinion poll. [...] In Northern Ireland, just under half (47 per cent) of all voters said they would ""happily accept"" a vote in favour of unity. A further 26 per cent said that they ""would not be happy but could live it"", but 18 per cent of all voters — which includes 32 per cent of voters from a Protestant background, and 14 per cent of voters from a non-Catholic and non-Protestant background — said they would find this result ""almost impossible to accept"". Acceptance of a pro-union result was much higher. Almost three-quarters of voters (73 per cent) in the North said they would ""happily accept"" this outcome, with 19 per cent reluctantly accepting it and just 2 per cent who said they would find it ""almost impossible to accept"".",True,False,True,insufficient-contradictory,factcheckni
factcheckni_152_ret_b9_gn,factcheckni_152,Three-quarters of non-voters in Northern Ireland are pro-Union.,Peter SHIRLOW,"General Election: The Northern Ireland non-voters who could transform electoral landscape [...] Thousands of non-voters in Northern Ireland and those not registered to vote could potentially transform the political landscape of Northern Ireland, if they took part in elections. New analysis has revealed the extent of non-voters across Northern Ireland - with all but one of the 18 constituencies having more people registered to vote that don’t take part than the number of people that elect the winning politician.",True,False,True,insufficient-neutral,factcheckni
